"file","ssim","ms_ssim","psnr","vif_p","vsi","fsim","gmsd","ms_gmsd","haarpsi","mdsi","mad"
"2010_004223_PGD_(0.1, 0.005, 20).png","0.6047","0.7750","24.6557","0.1453","0.9659","0.8631","0.1129","0.1133","0.7021","0.3864","75.2183"
"2010_004223_PGD_(0.1, 0.01, 10).png","0.5837","0.7595","24.5515","0.1393","0.9615","0.8482","0.1249","0.1226","0.6790","0.4006","78.2635"
"2010_004223_PGD_(0.2, 0.01, 20).png","0.3409","0.5709","19.0616","0.0711","0.9060","0.7132","0.2069","0.1912","0.4833","0.4959","104.9736"
"2010_004223_PGD_(0.2, 0.02, 10).png","0.3207","0.5482","18.9409","0.0666","0.8947","0.6892","0.2184","0.2013","0.4539","0.5096","107.8782"
"2010_004223_PGD_(0.3, 0.015, 20).png","0.2265","0.4546","16.0563","0.0452","0.8518","0.6116","0.2478","0.2254","0.3758","0.5575","119.7756"
"2010_004223_PGD_(0.3, 0.03, 10).png","0.2127","0.4343","15.9958","0.0416","0.8412","0.5910","0.2552","0.2329","0.3552","0.5695","122.6385"
"2010_004283_PGD_(0.05, 0.0025, 20).png","0.8797","0.9431","31.6561","0.3824","0.9947","0.9660","0.0300","0.0357","0.9290","0.2554","18.3319"
"2010_004283_PGD_(0.05, 0.005, 10).png","0.8673","0.9379","31.5677","0.3725","0.9940","0.9589","0.0361","0.0408","0.9184","0.2680","21.6797"
"2010_004283_PGD_(0.1, 0.005, 20).png","0.6885","0.8599","26.3000","0.2245","0.9836","0.9110","0.0734","0.0784","0.8074","0.3345","55.1336"
"2010_004283_PGD_(0.1, 0.01, 10).png","0.6641","0.8484","26.1721","0.2167","0.9813","0.8973","0.0830","0.0864","0.7878","0.3482","59.7352"
"2010_004283_PGD_(0.2, 0.01, 20).png","0.4102","0.6968","20.7037","0.1160","0.9528","0.7952","0.1520","0.1491","0.6056","0.4347","97.5925"
"2010_004283_PGD_(0.2, 0.02, 10).png","0.3841","0.6736","20.4421","0.1079","0.9452","0.7691","0.1698","0.1635","0.5717","0.4542","102.1472"
"2010_004283_PGD_(0.3, 0.015, 20).png","0.2685","0.5702","17.3520","0.0733","0.9180","0.6990","0.2070","0.1965","0.4782","0.5008","118.2212"
"2010_004283_PGD_(0.3, 0.03, 10).png","0.2479","0.5429","17.0815","0.0680","0.9053","0.6690","0.2247","0.2112","0.4448","0.5224","123.9123"
"2010_004676_PGD_(0.05, 0.0025, 20).png","0.9158","0.9553","30.6798","0.4845","0.9943","0.9809","0.0250","0.0316","0.9134","0.2402","31.0614"
"2010_004676_PGD_(0.05, 0.005, 10).png","0.9088","0.9520","30.6011","0.4759","0.9937","0.9778","0.0289","0.0350","0.9044","0.2484","33.2563"
"2010_004676_PGD_(0.1, 0.005, 20).png","0.7605","0.8729","24.8333","0.2890","0.9804","0.9374","0.0734","0.0808","0.7686","0.3291","58.7231"
"2010_004676_PGD_(0.1, 0.01, 10).png","0.7442","0.8633","24.7075","0.2807","0.9781","0.9300","0.0818","0.0879","0.7506","0.3392","60.7594"
"2010_004676_PGD_(0.2, 0.01, 20).png","0.5082","0.7160","18.9938","0.1476","0.9396","0.8367","0.1582","0.1568","0.5609","0.4357","90.3311"
"2010_004676_PGD_(0.2, 0.02, 10).png","0.4850","0.6979","18.8567","0.1386","0.9330","0.8193","0.1715","0.1674","0.5326","0.4495","93.2173"
"2010_004676_PGD_(0.3, 0.015, 20).png","0.3543","0.5948","15.6610","0.0915","0.8969","0.7463","0.2130","0.2037","0.4335","0.5066","109.8254"
"2010_004676_PGD_(0.3, 0.03, 10).png","0.3329","0.5720","15.5273","0.0846","0.8878","0.7276","0.2237","0.2127","0.4132","0.5210","112.9478"
"2010_004681_PGD_(0.05, 0.0025, 20).png","0.9006","0.9475","30.6411","0.4405","0.9942","0.9791","0.0255","0.0306","0.9110","0.2413","25.3631"
"2010_004681_PGD_(0.05, 0.005, 10).png","0.8935","0.9440","30.5704","0.4326","0.9937","0.9770","0.0289","0.0339","0.9028","0.2492","27.4581"
"2010_004681_PGD_(0.1, 0.005, 20).png","0.7207","0.8497","24.7518","0.2484","0.9809","0.9378","0.0724","0.0786","0.7709","0.3272","52.7176"
"2010_004681_PGD_(0.1, 0.01, 10).png","0.7030","0.8388","24.6429","0.2396","0.9785","0.9295","0.0806","0.0857","0.7530","0.3377","56.1216"
"2010_004681_PGD_(0.2, 0.01, 20).png","0.4467","0.6693","18.9318","0.1224","0.9406","0.8374","0.1590","0.1563","0.5566","0.4343","85.3421"
"2010_004681_PGD_(0.2, 0.02, 10).png","0.4251","0.6504","18.8114","0.1173","0.9352","0.8235","0.1688","0.1653","0.5328","0.4450","87.7400"
"2010_004681_PGD_(0.3, 0.015, 20).png","0.3038","0.5426","15.6451","0.0775","0.8978","0.7489","0.2142","0.2038","0.4301","0.5048","103.9370"
"2010_004681_PGD_(0.3, 0.03, 10).png","0.2859","0.5219","15.5353","0.0723","0.8878","0.7305","0.2236","0.2130","0.4105","0.5161","109.0937"
"2010_004757_PGD_(0.05, 0.0025, 20).png","0.9145","0.9547","30.5097","0.4860","0.9947","0.9817","0.0282","0.0342","0.9197","0.2449","28.6895"
"2010_004757_PGD_(0.05, 0.005, 10).png","0.9082","0.9520","30.4451","0.4791","0.9941","0.9799","0.0324","0.0380","0.9137","0.2536","31.4649"
"2010_004757_PGD_(0.1, 0.005, 20).png","0.7665","0.8765","24.7494","0.2990","0.9811","0.9429","0.0812","0.0867","0.7902","0.3358","61.4410"
"2010_004757_PGD_(0.1, 0.01, 10).png","0.7533","0.8686","24.6490","0.2891","0.9783","0.9358","0.0922","0.0957","0.7728","0.3499","64.3234"
"2010_004757_PGD_(0.2, 0.01, 20).png","0.5409","0.7377","19.1173","0.1570","0.9405","0.8489","0.1686","0.1635","0.5947","0.4401","94.6981"
"2010_004757_PGD_(0.2, 0.02, 10).png","0.5242","0.7252","19.0042","0.1490","0.9348","0.8356","0.1797","0.1729","0.5721","0.4523","97.8385"
"2010_004757_PGD_(0.3, 0.015, 20).png","0.4068","0.6359","16.0113","0.1010","0.9006","0.7691","0.2153","0.2038","0.4845","0.4977","112.9169"
"2010_004757_PGD_(0.3, 0.03, 10).png","0.3880","0.6177","15.9058","0.0944","0.8920","0.7531","0.2260","0.2125","0.4632","0.5104","115.7854"
