"file","ssim","ms_ssim","psnr","vif_p","vsi","fsim","gmsd","ms_gmsd","haarpsi","mdsi","mad"
"2008_001865_GAP_(i, u, 5).png","0.9241","0.9923","35.3674","0.6435","1.0000","0.9998","0.0006","0.0081","0.9983","0.0805","0.0000"
"2008_001865_GAP_(u, t, 10).png","0.8782","0.9664","31.1509","0.5340","0.9907","0.9668","0.0546","0.0564","0.8600","0.2871","43.2276"
"2008_001865_GAP_(u, t, 20).png","0.6885","0.8857","24.4640","0.3004","0.9596","0.8900","0.1460","0.1466","0.6446","0.4025","83.8746"
"2008_001865_GAP_(u, t, 30).png","0.5760","0.8405","21.4197","0.2334","0.9506","0.8551","0.1729","0.1738","0.5635","0.4344","99.9063"
"2008_001865_GAP_(u, t, 5).png","0.9621","0.9913","36.7788","0.7440","0.9975","0.9911","0.0169","0.0182","0.9592","0.2038","17.0345"
"2008_001866_GAP_(i, u, 10).png","0.7043","0.9373","29.5764","0.4160","0.9993","0.9965","0.0119","0.0661","0.7936","0.1651","47.7764"
"2008_001866_GAP_(i, u, 20).png","0.4708","0.8467","23.8771","0.2727","0.9971","0.9860","0.0259","0.0965","0.6652","0.2327","71.5549"
"2008_001866_GAP_(i, u, 30).png","0.3852","0.8367","20.5993","0.2498","0.9790","0.9685","0.0246","0.0916","0.5477","0.3496","72.9142"
"2008_001866_GAP_(i, u, 5).png","0.8819","0.9867","35.3994","0.5723","0.9999","0.9997","0.0007","0.0099","0.9974","0.0876","9.9941"
"2008_001866_GAP_(u, t, 10).png","0.8005","0.9292","31.1996","0.4643","0.9857","0.9559","0.0855","0.0852","0.8179","0.3377","64.1193"
"2008_001866_GAP_(u, t, 20).png","0.5796","0.8026","24.5105","0.2472","0.9416","0.8589","0.2010","0.1979","0.5602","0.4675","101.3620"
"2008_001866_GAP_(u, t, 30).png","0.4631","0.7490","21.4361","0.1920","0.9286","0.8160","0.2363","0.2311","0.4771","0.5053","114.9126"
"2008_001866_GAP_(u, t, 5).png","0.9277","0.9799","36.7779","0.6845","0.9963","0.9885","0.0277","0.0285","0.9469","0.2360","34.6487"
"2008_001867_GAP_(i, u, 10).png","0.8372","0.9724","29.7874","0.5355","0.9992","0.9967","0.0114","0.0513","0.8261","0.1657","31.4700"
"2008_001867_GAP_(i, u, 20).png","0.6508","0.9231","23.9192","0.3702","0.9978","0.9908","0.0277","0.0853","0.7059","0.2320","52.3301"
"2008_001867_GAP_(i, u, 30).png","0.5680","0.9090","20.9933","0.3361","0.9779","0.9734","0.0180","0.0833","0.5723","0.3687","59.4044"
"2008_001867_GAP_(i, u, 5).png","0.9362","0.9936","35.1773","0.6658","1.0000","0.9998","0.0007","0.0078","0.9973","0.0800","0.0000"
"2008_001867_GAP_(u, t, 10).png","0.8992","0.9739","31.1131","0.5683","0.9911","0.9713","0.0502","0.0522","0.8598","0.2791","39.4705"
"2008_001867_GAP_(u, t, 20).png","0.7355","0.9094","24.4275","0.3403","0.9607","0.9046","0.1359","0.1375","0.6400","0.3902","79.5488"
"2008_001867_GAP_(u, t, 30).png","0.6337","0.8727","21.3862","0.2716","0.9515","0.8719","0.1604","0.1619","0.5510","0.4211","94.7200"
"2008_001867_GAP_(u, t, 5).png","0.9690","0.9933","36.7504","0.7650","0.9976","0.9926","0.0146","0.0159","0.9589","0.1965","14.7415"
"2008_001880_GAP_(i, u, 10).png","0.6350","0.9141","29.3477","0.3084","0.9992","0.9961","0.0173","0.0620","0.7692","0.1776","46.1517"
"2008_001880_GAP_(i, u, 20).png","0.3810","0.8240","23.7545","0.1825","0.9978","0.9902","0.0240","0.0871","0.6687","0.2169","66.6619"
"2008_001880_GAP_(i, u, 30).png","0.2773","0.7636","20.2178","0.1479","0.9811","0.9816","0.0167","0.0834","0.6695","0.3158","63.7210"
"2008_001880_GAP_(i, u, 5).png","0.8491","0.9810","35.1102","0.4621","1.0000","0.9998","0.0006","0.0094","0.9980","0.0782","0.0467"
"2008_001880_GAP_(u, t, 10).png","0.7712","0.9011","31.0877","0.3453","0.9857","0.9413","0.0761","0.0769","0.7879","0.3290","73.2513"
