file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
2007_000042_PGD_(0.05, 0.0025, 20).png,0.93370086,0.9649679,30.632227,0.5733249,0.99383116,0.9810214,0.027840525,0.03438089,0.9269016,0.24413331
2007_000042_PGD_(0.05, 0.005, 10).png,0.92782044,0.962334,30.526726,0.56656504,0.99306,0.9789348,0.031657323,0.03789003,0.92021644,0.25250053
2007_000042_PGD_(0.1, 0.005, 20).png,0.82068735,0.90675956,24.914703,0.39567688,0.9790105,0.94307387,0.07520226,0.081991516,0.81075424,0.3289261
2007_000042_PGD_(0.1, 0.01, 10).png,0.8103185,0.9018521,24.82957,0.3888247,0.9767678,0.9380113,0.083448544,0.08901108,0.795912,0.33946288
2007_000042_PGD_(0.2, 0.01, 20).png,0.6466395,0.80948,19.453917,0.24556862,0.9403954,0.8644613,0.15108898,0.14926025,0.63464427,0.42248946
2007_000042_PGD_(0.2, 0.02, 10).png,0.62732834,0.79662246,19.309532,0.23669395,0.9341264,0.85066354,0.16460072,0.16059552,0.60991466,0.43683064
2007_000042_PGD_(0.3, 0.015, 20).png,0.52270293,0.7267458,16.283081,0.17321065,0.9035001,0.79583836,0.20117122,0.19219874,0.5250705,0.48395476
2007_000042_PGD_(0.3, 0.03, 10).png,0.5024505,0.71059924,16.159115,0.16259962,0.8930994,0.777112,0.21413071,0.20387806,0.497055,0.49760923
2007_000170_PGD_(0.05, 0.0025, 20).png,0.8912727,0.94188136,30.680552,0.43592995,0.9935987,0.97820735,0.03139783,0.03756886,0.9124442,0.2563662
2007_000170_PGD_(0.05, 0.005, 10).png,0.88215494,0.9375513,30.59985,0.42867184,0.99298304,0.97491294,0.037014604,0.042627964,0.9029299,0.2674518
2007_000170_PGD_(0.1, 0.005, 20).png,0.71173406,0.8425259,24.924065,0.25754228,0.9773602,0.9300135,0.09078236,0.09471407,0.7657096,0.35546118
2007_000170_PGD_(0.1, 0.01, 10).png,0.6940566,0.8314826,24.830648,0.24932444,0.97448206,0.9189167,0.10133815,0.10357494,0.7470837,0.3680849
2007_000170_PGD_(0.2, 0.01, 20).png,0.47189426,0.68309003,19.606825,0.13658573,0.93579125,0.82793576,0.17520791,0.1684723,0.56305766,0.45732608
2007_000170_PGD_(0.2, 0.02, 10).png,0.44791198,0.66054916,19.490656,0.12701893,0.92778593,0.8099572,0.19046761,0.18168178,0.5291883,0.47389105
2007_000170_PGD_(0.3, 0.015, 20).png,0.34162864,0.5759955,16.716522,0.08874843,0.89830387,0.7482959,0.21988367,0.20663673,0.4513927,0.5147114
2007_000170_PGD_(0.3, 0.03, 10).png,0.32032508,0.55276585,16.599411,0.08302817,0.8854706,0.724551,0.23183021,0.21784876,0.42310598,0.52950233
2007_000250_PGD_(0.05, 0.0025, 20).png,0.87408614,0.93290156,30.598995,0.38581553,0.9935044,0.96992093,0.034858376,0.041719258,0.9078255,0.26338592
2007_000250_PGD_(0.05, 0.005, 10).png,0.86456054,0.9284992,30.524551,0.37913385,0.9928263,0.9665179,0.039698433,0.046176914,0.9001146,0.27239275
2007_000250_PGD_(0.1, 0.005, 20).png,0.671575,0.819751,24.67539,0.22117442,0.9762167,0.9058224,0.10218584,0.104767345,0.75263375,0.36917698
2007_000250_PGD_(0.1, 0.01, 10).png,0.65566605,0.80924845,24.597742,0.21554892,0.9734791,0.8944904,0.11354245,0.1140189,0.73567307,0.382519
2007_000250_PGD_(0.2, 0.01, 20).png,0.41516057,0.6377518,18.763975,0.11221292,0.9268464,0.7723128,0.20239057,0.18992403,0.5330102,0.48670584
2007_000250_PGD_(0.2, 0.02, 10).png,0.3957602,0.61902964,18.624332,0.10673268,0.9175906,0.7542392,0.21942542,0.20413043,0.5032454,0.5058745
2007_000250_PGD_(0.3, 0.015, 20).png,0.28448716,0.5138154,15.287251,0.0693923,0.8711158,0.6647189,0.26063374,0.24007292,0.39856508,0.5701628
2007_000250_PGD_(0.3, 0.03, 10).png,0.27025163,0.49529943,15.160346,0.06575671,0.8603481,0.6445489,0.2700225,0.24755356,0.38125032,0.5856974
2007_000346_PGD_(0.05, 0.0025, 20).png,0.906857,0.9500868,30.605476,0.4706715,0.99414676,0.9814791,0.027501922,0.034273304,0.91811246,0.24358688
2007_000346_PGD_(0.05, 0.005, 10).png,0.90039206,0.94694585,30.527384,0.4640874,0.9934831,0.97868395,0.030699393,0.037283767,0.9100222,0.25102702
2007_000346_PGD_(0.1, 0.005, 20).png,0.74333507,0.86097807,24.718746,0.28489953,0.97932106,0.9403707,0.07884,0.085755885,0.7850809,0.33498463
2007_000346_PGD_(0.1, 0.01, 10).png,0.7271988,0.85151505,24.613811,0.27664348,0.9767428,0.93277,0.08917543,0.09424554,0.76510435,0.3477065
2007_000346_PGD_(0.2, 0.01, 20).png,0.4981942,0.70296526,18.855646,0.15081629,0.93455297,0.8455638,0.16947596,0.16524123,0.5787547,0.4452446
2007_000346_PGD_(0.2, 0.02, 10).png,0.47780183,0.68572783,18.72093,0.14329599,0.92838037,0.8276948,0.18351108,0.17667416,0.5505505,0.46093807
2007_000346_PGD_(0.3, 0.015, 20).png,0.35749862,0.5860911,15.473728,0.09626808,0.88728553,0.75679356,0.22729728,0.21405564,0.45026726,0.52048385
2007_000346_PGD_(0.3, 0.03, 10).png,0.3410592,0.56901246,15.375543,0.09022594,0.88094616,0.7436721,0.23708658,0.22326116,0.4266185,0.5335506
2007_000549_PGD_(0.05, 0.0025, 20).png,0.9057527,0.95215154,30.785778,0.4632805,0.99401885,0.9798009,0.027845286,0.034673177,0.9180698,0.2452032
2007_000549_PGD_(0.05, 0.005, 10).png,0.89882445,0.9489791,30.708942,0.4574698,0.99343395,0.97770226,0.031926822,0.038267177,0.9092407,0.2531659
2007_000549_PGD_(0.1, 0.005, 20).png,0.74406224,0.8700352,24.964043,0.2757028,0.9799027,0.9363884,0.076674625,0.083563454,0.7784443,0.33320352
2007_000549_PGD_(0.1, 0.01, 10).png,0.72642916,0.8601214,24.851896,0.26791766,0.9771187,0.92712724,0.08615569,0.09153971,0.7622379,0.34498066
2007_000549_PGD_(0.2, 0.01, 20).png,0.49100944,0.7136144,19.168493,0.13793087,0.93768144,0.8311121,0.16309091,0.15997994,0.56331605,0.4416747
2007_000549_PGD_(0.2, 0.02, 10).png,0.46951947,0.6957331,19.029266,0.13042267,0.9294559,0.8142078,0.1758422,0.17043228,0.5409592,0.45561177
2007_000549_PGD_(0.3, 0.015, 20).png,0.3389391,0.5889716,15.834871,0.08320967,0.8933121,0.7397335,0.21744505,0.20711866,0.43652192,0.51272833
2007_000549_PGD_(0.3, 0.03, 10).png,0.3175107,0.5658416,15.6910095,0.07604401,0.8825013,0.71500236,0.23095554,0.21815924,0.4144005,0.5301681
2007_000876_PGD_(0.05, 0.0025, 20).png,0.8967344,0.9583247,30.762405,0.48434976,0.99506444,0.98243505,0.022176476,0.029428719,0.9298171,0.23114039
2007_000876_PGD_(0.05, 0.005, 10).png,0.8894921,0.9556604,30.65697,0.4733536,0.99446946,0.979871,0.025985569,0.03310438,0.9192587,0.24039613
2007_000876_PGD_(0.1, 0.005, 20).png,0.74276835,0.8813756,24.921116,0.2898567,0.9835235,0.94599736,0.062446423,0.072825834,0.8123137,0.31183204
2007_000876_PGD_(0.1, 0.01, 10).png,0.7268081,0.8735528,24.79689,0.27924013,0.9815192,0.93963885,0.0691949,0.07920456,0.7966157,0.32183674
2007_000876_PGD_(0.2, 0.01, 20).png,0.49849996,0.73144704,19.160292,0.15043128,0.94943476,0.8586915,0.1334997,0.13812152,0.63172096,0.40721577
2007_000876_PGD_(0.2, 0.02, 10).png,0.4768994,0.7147896,19.006273,0.14119218,0.9427304,0.84296095,0.14635587,0.14871901,0.60705376,0.41972083
2007_000876_PGD_(0.3, 0.015, 20).png,0.34870347,0.61242676,15.911093,0.0946866,0.9119707,0.7763388,0.18477565,0.18083373,0.51538706,0.46959206
2007_000876_PGD_(0.3, 0.03, 10).png,0.33080232,0.5926066,15.791239,0.088018015,0.9043498,0.7587274,0.19592862,0.19003016,0.4966413,0.48191267
2007_002088_PGD_(0.05, 0.0025, 20).png,0.94793624,0.9714113,30.663816,0.540743,0.9952326,0.9858075,0.018293604,0.023384977,0.92225903,0.21918683
2007_002088_PGD_(0.05, 0.005, 10).png,0.94368476,0.9692331,30.58112,0.53425163,0.9947265,0.984475,0.020569764,0.025540857,0.9139878,0.22513618
2007_002088_PGD_(0.1, 0.005, 20).png,0.8357294,0.910721,24.835423,0.3366475,0.9849626,0.9570529,0.051388595,0.05912921,0.7994548,0.29493096
2007_002088_PGD_(0.1, 0.01, 10).png,0.8213098,0.9034392,24.72974,0.32703856,0.98315847,0.9524419,0.05745169,0.06443986,0.7784197,0.3033045
2007_002088_PGD_(0.2, 0.01, 20).png,0.5958945,0.7702649,19.083344,0.17379868,0.9563627,0.88822186,0.11225624,0.11889342,0.60320866,0.38513252
2007_002088_PGD_(0.2, 0.02, 10).png,0.57101566,0.75351244,18.954622,0.16259755,0.9516984,0.8755064,0.12269181,0.12782197,0.58214116,0.39485866
2007_002088_PGD_(0.3, 0.015, 20).png,0.42310324,0.64625734,15.818763,0.10603755,0.92751026,0.8216749,0.15688772,0.16065837,0.48922724,0.44237736
2007_002088_PGD_(0.3, 0.03, 10).png,0.40087995,0.6248024,15.703989,0.0992206,0.9206175,0.80688244,0.16521868,0.16817562,0.4709873,0.45140976
2007_002094_PGD_(0.05, 0.0025, 20).png,0.859279,0.92442924,30.6502,0.3195794,0.9923732,0.967184,0.03455467,0.041884184,0.8910749,0.26325727
2007_002094_PGD_(0.05, 0.005, 10).png,0.8492887,0.91979986,30.563343,0.31020635,0.9914037,0.9628617,0.039069805,0.046389,0.88123035,0.2718438
2007_002094_PGD_(0.1, 0.005, 20).png,0.6273318,0.7938741,24.743866,0.16788857,0.97269434,0.89603007,0.09638141,0.10095764,0.7260927,0.3614266
2007_002094_PGD_(0.1, 0.01, 10).png,0.60714525,0.781588,24.627968,0.16097872,0.9691796,0.88314486,0.1083036,0.11036024,0.701726,0.37579858
2007_002094_PGD_(0.2, 0.01, 20).png,0.340307,0.58726627,18.86234,0.08170109,0.9166417,0.7427229,0.1952202,0.18279532,0.49766207,0.47659487
2007_002094_PGD_(0.2, 0.02, 10).png,0.32126617,0.56755364,18.736301,0.07596763,0.9065186,0.71922654,0.20803857,0.19375771,0.46956378,0.4908234
2007_002094_PGD_(0.3, 0.015, 20).png,0.21203236,0.4579591,15.535137,0.049826533,0.8567695,0.6227801,0.24466535,0.2233843,0.3708382,0.5461764
2007_002094_PGD_(0.3, 0.03, 10).png,0.19894044,0.43624577,15.42086,0.045510434,0.8449601,0.59345907,0.2539606,0.23384553,0.34557706,0.56157833
2007_002099_PGD_(0.05, 0.0025, 20).png,0.87809044,0.93452334,30.599516,0.3873843,0.9924908,0.969692,0.03605742,0.04308252,0.89853,0.26595944
2007_002099_PGD_(0.05, 0.005, 10).png,0.8684651,0.9296376,30.493797,0.37840307,0.9914919,0.9655452,0.041889887,0.04814592,0.88702285,0.27646396
