file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
2008_001622_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001626_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001626_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001641_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001641_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.9999964,0.0
2008_001679_SimBA-DCT_(0.3, 100).png,0.99823487,0.9988625,49.820084,0.98157805,0.9998453,0.9993959,0.0008027084,0.0009093928,0.99710745,0.09871122
2008_001679_SimBA-DCT_(0.3, 500).png,0.9956802,0.996529,45.079174,0.954159,0.9995915,0.9983152,0.0022510905,0.002674705,0.99181247,0.12769645
2008_001679_SimBA-DCT_(3, 100).png,0.9518902,0.9554996,33.636585,0.7441006,0.9952352,0.9823197,0.019680204,0.02258598,0.9197761,0.2273129
2008_001679_SimBA-DCT_(3, 500).png,0.977801,0.9802501,37.641937,0.79794466,0.9970525,0.988524,0.01352832,0.014996875,0.9515624,0.20325792
2008_001679_SimBA-DCT_(30, 100).png,0.94754887,0.94560266,29.45817,0.7094706,0.9970557,0.9720193,0.028774519,0.040258203,0.83753365,0.26392275
2008_001679_SimBA-DCT_(30, 500).png,0.8716794,0.902831,26.607185,0.47589713,0.9939869,0.930635,0.06063148,0.06260799,0.75356,0.3213459
2008_001679_SimBA_(0.3, 100).png,0.9984313,0.9997587,51.938217,0.9913842,0.9999684,0.99988174,0.0018503892,0.0035843088,0.99957544,0.07762178
2008_001679_SimBA_(0.3, 500).png,0.99589264,0.9993023,47.728203,0.97923416,0.999934,0.999749,0.0028246553,0.00532377,0.998978,0.09588705
2008_001679_SimBA_(3, 100).png,0.9969818,0.99912274,45.080986,0.9795103,0.9998667,0.99949455,0.0072267624,0.008755876,0.9984766,0.11185103
2008_001679_SimBA_(3, 500).png,0.9961197,0.9988234,44.063816,0.9767302,0.99984396,0.99947953,0.0073836395,0.008989253,0.998065,0.116359204
2008_001679_SimBA_(30, 100).png,0.99657035,0.998829,44.117855,0.98005444,0.99981004,0.9994974,0.007747291,0.008805669,0.9983676,0.115545735
2008_001679_SimBA_(30, 500).png,0.9951148,0.9986035,42.60468,0.9715395,0.99979085,0.9993935,0.007908829,0.009683917,0.99746007,0.12201194
2008_001691_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001691_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001694_SimBA-DCT_(0.3, 100).png,0.9979653,0.9977368,49.813557,0.9729156,0.9998392,0.99916047,0.0010999963,0.0012144583,0.99508035,0.107164435
2008_001694_SimBA-DCT_(0.3, 500).png,0.9951911,0.9926019,44.38854,0.9259593,0.9994287,0.9971645,0.0036472224,0.004316547,0.98284453,0.14435075
2008_001694_SimBA-DCT_(3, 100).png,0.94632375,0.90345705,32.28614,0.57065773,0.99157786,0.9604012,0.047989033,0.05336686,0.8041009,0.29044065
2008_001694_SimBA-DCT_(3, 500).png,0.89834344,0.8385188,29.457737,0.4532081,0.9827466,0.92991555,0.08047413,0.088461965,0.70279384,0.34053227
2008_001694_SimBA-DCT_(30, 100).png,0.73333377,0.68197554,23.168419,0.3800902,0.96612793,0.89414114,0.11809302,0.12249281,0.5630761,0.39343232
2008_001694_SimBA-DCT_(30, 500).png,0.59629047,0.5093493,20.74667,0.16814333,0.91764283,0.75975794,0.20892382,0.20912385,0.38221318,0.4952788
2008_001694_SimBA_(0.3, 100).png,0.9984578,0.9996439,51.72855,0.9888281,0.9999425,0.9998298,0.0027237698,0.0045724898,0.9992795,0.08461225
2008_001694_SimBA_(0.3, 500).png,0.99319834,0.99860513,45.00602,0.9536996,0.99981606,0.99935263,0.0050369804,0.0077528167,0.99719065,0.11926304
2008_001694_SimBA_(3, 100).png,0.9966542,0.9983422,43.344513,0.9742923,0.99978775,0.99922144,0.013834777,0.013087703,0.9980028,0.13685259
2008_001694_SimBA_(3, 500).png,0.9881465,0.99456584,37.9224,0.89802396,0.9991229,0.99730855,0.028122762,0.026221702,0.98893726,0.19393995
2008_001694_SimBA_(30, 100).png,0.99718165,0.9985878,44.218575,0.97702545,0.9998553,0.99949193,0.011847214,0.011616758,0.9972102,0.12888856
2008_001694_SimBA_(30, 500).png,0.98777527,0.99452484,37.687027,0.9070011,0.99928576,0.9975383,0.025077477,0.023880757,0.98790747,0.1866553
2008_001702_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001702_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001717_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001717_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001723_SimBA-DCT_(0.3, 100).png,0.9975914,0.99877167,49.76683,0.9817684,0.9998338,0.9994092,0.00097252225,0.0011118134,0.9956932,0.10555223
2008_001723_SimBA-DCT_(0.3, 500).png,0.9960183,0.9978208,47.293507,0.9717749,0.9997407,0.9990014,0.0016322039,0.0019731997,0.99253494,0.12020891
2008_001723_SimBA-DCT_(3, 100).png,0.98850626,0.99267805,42.399864,0.9299863,0.9993528,0.9973417,0.0037574063,0.0045484314,0.9800473,0.15107386
2008_001723_SimBA-DCT_(3, 500).png,0.98898643,0.99270856,42.46925,0.95836544,0.99964947,0.99820715,0.0023117277,0.0023995454,0.98469496,0.13844725
2008_001723_SimBA-DCT_(30, 100).png,0.87880063,0.92025506,29.792137,0.32148165,0.9432136,0.8421125,0.16212791,0.14136453,0.62644506,0.4339474
2008_001723_SimBA-DCT_(30, 500).png,0.92626786,0.9274355,29.89817,0.8961362,0.99248844,0.99276555,0.0052516256,0.0075324858,0.86516666,0.246128
2008_001723_SimBA_(0.3, 100).png,0.99904484,0.99982613,52.993103,0.993958,0.9999794,0.99992484,0.0015615345,0.0029209591,0.9996477,0.07629953
2008_001723_SimBA_(0.3, 500).png,0.99635303,0.9993293,46.54295,0.97701806,0.999883,0.9997034,0.0035633598,0.0059512765,0.9985775,0.108651705
2008_001723_SimBA_(3, 100).png,0.99842566,0.9995333,45.572723,0.9866523,0.9998832,0.9997005,0.006600125,0.0074057104,0.9980339,0.108473785
2008_001723_SimBA_(3, 500).png,0.99743235,0.9991635,43.601646,0.9790448,0.9997988,0.9993921,0.009269952,0.0099196825,0.99722767,0.123785295
2008_001723_SimBA_(30, 100).png,0.99807024,0.99931383,44.752243,0.98469293,0.9998498,0.9996523,0.008796975,0.008800639,0.99802625,0.116714165
2008_001723_SimBA_(30, 500).png,0.99691534,0.99902743,42.91197,0.97723454,0.9998048,0.99932337,0.010709103,0.010898868,0.99674004,0.13068667
2008_001744_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001744_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001746_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001746_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001770_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001770_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001783_SimBA-DCT_(0.3, 100).png,0.9980537,0.9976282,49.222443,0.973841,0.99982256,0.9990256,0.00117351,0.0014664159,0.9947376,0.11284877
2008_001783_SimBA-DCT_(0.3, 500).png,0.9935142,0.9904672,43.223244,0.9123128,0.9992425,0.9959427,0.004805593,0.0057550934,0.9774983,0.16116884
2008_001783_SimBA-DCT_(3, 100).png,0.93374646,0.90010947,31.732628,0.61502856,0.99079067,0.9611608,0.045726474,0.05815401,0.7995128,0.2974758
2008_001783_SimBA-DCT_(3, 500).png,0.8569523,0.80120516,27.256744,0.40520763,0.9700274,0.89288235,0.116915636,0.13305159,0.60371095,0.39375043
2008_001783_SimBA-DCT_(30, 100).png,0.7373223,0.6972412,21.262579,0.22828181,0.9127022,0.7063273,0.21821505,0.23985258,0.3240898,0.519189
2008_001783_SimBA-DCT_(30, 500).png,0.63207126,0.6215667,21.76168,0.24888368,0.9202595,0.7904918,0.20412257,0.21432069,0.38987324,0.49842098
2008_001783_SimBA_(0.3, 100).png,0.9985132,0.9996357,51.55848,0.98974484,0.9999659,0.99989474,0.002552577,0.0040027173,0.9995385,0.087578334
2008_001783_SimBA_(0.3, 500).png,0.99235296,0.99822444,44.561077,0.95201665,0.99983,0.9992985,0.005211671,0.008227099,0.99763817,0.12942997
2008_001783_SimBA_(3, 100).png,0.9979102,0.99918497,45.24014,0.984133,0.9998696,0.9995267,0.010387212,0.009936533,0.99792325,0.123547286
2008_001783_SimBA_(3, 500).png,0.98677254,0.99442995,37.66741,0.90225565,0.9991519,0.99726236,0.025437163,0.024825795,0.9896946,0.19160199
2008_001783_SimBA_(30, 100).png,0.99723643,0.9987215,43.869026,0.97011346,0.99973583,0.9990275,0.014581226,0.013839538,0.99689466,0.14050786
2008_001783_SimBA_(30, 500).png,0.987749,0.99493665,37.6,0.9030257,0.9991468,0.997309,0.02582956,0.024775982,0.9886759,0.19076677
2008_001792_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001792_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001805_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001805_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000024,0.0
2008_001806_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001806_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001808_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001808_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0000002,0.0
2008_001809_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA-DCT_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA-DCT_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA-DCT_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA-DCT_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA-DCT_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(0.3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(3, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(30, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001809_SimBA_(30, 500).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
2008_001810_SimBA-DCT_(0.3, 100).png,1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
