file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
"2007_000876_Square_(2000, 0.8, 0.03).png",0.92218745,0.98236036,30.193325,0.9057769,0.99459887,0.98865926,0.027768817,0.031353787,0.8709657,0.2550697
"2007_002088_Square_(2000, 0.005, 0.01).png",1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
"2007_002088_Square_(2000, 0.005, 0.02).png",0.9209285,0.98034924,34.17317,0.6813934,0.9959086,0.9867954,0.024176272,0.026333138,0.9087501,0.22740822
"2007_002088_Square_(2000, 0.005, 0.03).png",0.8281562,0.9531171,30.109995,0.53023475,0.99043816,0.97015727,0.04910815,0.05321326,0.81841046,0.27908275
"2007_002088_Square_(2000, 0.01, 0.01).png",1.0,1.0,80.0,1.0,1.0,1.0,0.0,0.0,0.99999845,0.0
"2007_002088_Square_(2000, 0.01, 0.02).png",0.925434,0.98004925,34.17411,0.6887268,0.99589294,0.9867655,0.024056975,0.026315393,0.9063332,0.22710897
"2007_002088_Square_(2000, 0.01, 0.03).png",0.8382443,0.95292515,30.10979,0.54676485,0.9906845,0.9707956,0.048517004,0.052867558,0.8138849,0.27775377
"2007_002088_Square_(2000, 0.04, 0.01).png",0.97977567,0.99186313,38.60075,0.8646572,0.99856186,0.9955735,0.009804821,0.010790777,0.9553094,0.17467727
"2007_002088_Square_(2000, 0.04, 0.02).png",0.9431275,0.9796953,34.17234,0.7505208,0.99629885,0.9886108,0.022901662,0.025419792,0.8965072,0.2208244
"2007_002088_Square_(2000, 0.04, 0.03).png",0.87224096,0.9541267,30.11091,0.6207506,0.9913031,0.9749302,0.045894492,0.050817255,0.81172144,0.27078474
"2007_002088_Square_(2000, 0.08, 0.01).png",0.98279846,0.9921075,38.602303,0.88553613,0.99865544,0.9957117,0.009530399,0.010553828,0.9516931,0.17198801
"2007_002088_Square_(2000, 0.08, 0.02).png",0.9616672,0.9818303,34.16854,0.8230134,0.9967893,0.9902227,0.021416407,0.02381895,0.88747275,0.21515316
"2007_002088_Square_(2000, 0.08, 0.03).png",0.89742106,0.9592556,30.11058,0.70057374,0.9920327,0.9768373,0.04386867,0.04813163,0.79163754,0.26386032
"2007_002088_Square_(2000, 0.4, 0.03).png",0.9407654,0.96404356,30.109701,0.8017972,0.9933129,0.9814828,0.039230924,0.04397738,0.7921289,0.25442097
"2007_002088_Square_(2000, 0.4, 0.06).png",0.8777307,0.93166685,24.699518,0.7365103,0.9796039,0.9541101,0.06981274,0.0776084,0.64605784,0.3364708
"2007_002088_Square_(2000, 0.4, 0.09).png",0.65732634,0.8459964,21.066898,0.49161676,0.9509146,0.893564,0.13085191,0.1393676,0.48716983,0.38349354
"2007_002088_Square_(2000, 0.4, 0.12).png",0.29406494,0.67699194,18.569534,0.14020765,0.9241337,0.8168701,0.18505697,0.19357839,0.43890944,0.45754185
"2007_002088_Square_(2000, 0.6, 0.03).png",0.93952143,0.9686717,30.116148,0.80716825,0.9931674,0.9808278,0.037634306,0.042905316,0.7940568,0.25462267
"2007_002088_Square_(2000, 0.8, 0.03).png",0.9544183,0.9722502,30.111238,0.84302676,0.99377143,0.9831298,0.0325504,0.037862137,0.79077655,0.25033686
"2007_002094_Square_(2000, 0.005, 0.01).png",0.913855,0.9782145,38.59223,0.6651248,0.9976785,0.9883805,0.01859051,0.01821233,0.9535558,0.21647553
"2007_002094_Square_(2000, 0.005, 0.02).png",0.7898077,0.9445629,34.15691,0.46898192,0.99363816,0.9695471,0.04587432,0.04468233,0.88475895,0.27997398
"2007_002094_Square_(2000, 0.005, 0.03).png",0.6045982,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.01, 0.01).png",0.91697896,0.978328,38.592186,0.67408884,0.99773854,0.9886566,0.0181172,0.017809566,0.9543422,0.21471706
"2007_002094_Square_(2000, 0.01, 0.02).png",0.7898077,0.9445629,34.15691,0.46898192,0.99363816,0.9695471,0.04587432,0.04468233,0.88475895,0.27997398
"2007_002094_Square_(2000, 0.01, 0.03).png",0.6045982,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.04, 0.01).png",0.9315747,0.9804942,38.5926,0.7144871,0.99794513,0.9895897,0.017011417,0.016870169,0.95804137,0.20972353
"2007_002094_Square_(2000, 0.04, 0.02).png",0.7898077,0.9445629,34.15691,0.46898192,0.99363816,0.9695471,0.04587432,0.04468233,0.88475895,0.27997398
"2007_002094_Square_(2000, 0.04, 0.03).png",0.6045982,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.08, 0.01).png",0.9357917,0.9826493,38.59218,0.7337294,0.9981209,0.9907041,0.015024027,0.015214476,0.9576826,0.20172282
"2007_002094_Square_(2000, 0.08, 0.02).png",0.7898077,0.9445629,34.15691,0.46898195,0.99363816,0.9695471,0.04587432,0.04468233,0.88475895,0.27997398
"2007_002094_Square_(2000, 0.08, 0.03).png",0.60459816,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.4, 0.03).png",0.60459816,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.4, 0.06).png",0.32603893,0.7165141,24.646614,0.15952453,0.9513043,0.8345657,0.1818479,0.17506582,0.5539916,0.45032123
"2007_002094_Square_(2000, 0.4, 0.09).png",0.18801354,0.5709462,20.98979,0.09654004,0.9069101,0.7348884,0.24527487,0.23588596,0.40874517,0.5223567
"2007_002094_Square_(2000, 0.4, 0.12).png",0.123870134,0.46741694,18.447073,0.06685959,0.8650554,0.6577199,0.28200763,0.27206028,0.32041866,0.576903
"2007_002094_Square_(2000, 0.6, 0.03).png",0.60459816,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002094_Square_(2000, 0.8, 0.03).png",0.60459816,0.8783653,30.078712,0.31023836,0.98410594,0.93215257,0.09173677,0.08901361,0.76787084,0.3485883
"2007_002099_Square_(2000, 0.005, 0.01).png",0.92897785,0.98072594,38.589344,0.69849855,0.9981163,0.99226606,0.015436892,0.01649654,0.9612286,0.20369639
"2007_002099_Square_(2000, 0.005, 0.02).png",0.8243946,0.9512862,34.15349,0.5184446,0.99457854,0.97902584,0.039995402,0.04178644,0.897052,0.26732728
"2007_002099_Square_(2000, 0.005, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.01, 0.01).png",0.93234247,0.98116195,38.589355,0.7103676,0.99799734,0.9926568,0.0148273725,0.016035978,0.96199745,0.20074901
"2007_002099_Square_(2000, 0.01, 0.02).png",0.8243946,0.9512862,34.15349,0.5184446,0.99457854,0.97902584,0.039995402,0.04178644,0.897052,0.26732728
"2007_002099_Square_(2000, 0.01, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.04, 0.01).png",0.94644594,0.98437566,38.58956,0.7582556,0.9982795,0.9936298,0.013986421,0.014934756,0.9630264,0.19375224
"2007_002099_Square_(2000, 0.04, 0.02).png",0.8243946,0.9512862,34.15349,0.5184446,0.99457854,0.97902584,0.039995402,0.04178644,0.897052,0.26732728
"2007_002099_Square_(2000, 0.04, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.08, 0.01).png",0.95687187,0.9861979,38.58931,0.7962366,0.99871594,0.9940919,0.01319379,0.014205132,0.9630655,0.18846796
"2007_002099_Square_(2000, 0.08, 0.02).png",0.8243946,0.9512862,34.15349,0.5184446,0.99457854,0.97902584,0.039995402,0.04178644,0.897052,0.26732728
"2007_002099_Square_(2000, 0.08, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.4, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.4, 0.06).png",0.41638154,0.75352347,24.628096,0.20323715,0.9540419,0.8642873,0.18188044,0.17882617,0.54415333,0.45195737
"2007_002099_Square_(2000, 0.4, 0.09).png",0.27413237,0.62676346,20.983501,0.12618303,0.9118831,0.7740065,0.25158814,0.24644348,0.39339855,0.5306346
"2007_002099_Square_(2000, 0.4, 0.12).png",0.19747512,0.5340693,18.496504,0.086989,0.8728525,0.70086175,0.29155567,0.28648648,0.30575755,0.5882579
"2007_002099_Square_(2000, 0.6, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002099_Square_(2000, 0.8, 0.03).png",0.66732633,0.8936378,30.074198,0.36542264,0.98576677,0.9492627,0.085681975,0.08673404,0.77677906,0.34106678
"2007_002293_Square_(2000, 0.005, 0.01).png",0.9434848,0.9871367,38.625633,0.7804147,0.9984161,0.9956592,0.012411825,0.013401092,0.9705663,0.18771343
