"2007_000042_Daedalus_(0.3,512).png",0.14577961,0.08083467,7.08795,0.010109571,0.77409494,0.50119764,0.32588,0.33193234,0.17117402,0.5986587
"2007_000170_Daedalus_(0.3,512).png",0.17227039,0.17999844,6.9192257,0.008227632,0.75596625,0.5177439,0.32321122,0.32998312,0.16038449,0.6246946
"2007_000250_Daedalus_(0.3,512).png",0.31798124,0.18922071,12.175285,0.007821221,0.80159056,0.53091615,0.31670722,0.32133374,0.2111017,0.6154568
"2007_000346_Daedalus_(0.3,512).png",0.26847503,0.20515817,10.42159,0.011968612,0.8376222,0.5995082,0.26945093,0.28145304,0.2504092,0.5363492
"2007_000549_Daedalus_(0.3,512).png",0.22838055,0.12434527,10.646081,0.009721419,0.8353009,0.634686,0.25969625,0.27456215,0.26448914,0.54648066
"2007_000876_Daedalus_(0.3,512).png",0.20368442,0.18030536,8.7688875,0.021415535,0.8410258,0.6268827,0.24416442,0.26150647,0.22705981,0.5370699
"2007_002088_Daedalus_(0.3,512).png",0.15783629,0.14541768,8.00283,0.011631827,0.81892335,0.5476323,0.2777643,0.28980014,0.2209822,0.49047226
"2007_002094_Daedalus_(0.3,512).png",0.45074385,0.25027925,9.972778,0.022082215,0.8344872,0.6749274,0.2234757,0.23595868,0.33056974,0.56658655
"2007_002099_Daedalus_(0.3,512).png",0.19118683,0.12767714,6.973261,0.009253925,0.7724358,0.52734435,0.31589463,0.32122615,0.16758424,0.6411271
"2007_002293_Daedalus_(0.3,512).png",0.2422186,0.1316441,8.830269,0.010303714,0.76192605,0.49665686,0.33902556,0.34440875,0.16974658,0.6438053
"2007_002344_Daedalus_(0.3,512).png",0.16641371,0.0,7.0962214,0.0092857415,0.78967583,0.50973016,0.3065592,0.31477544,0.15995447,0.6041151
"2007_002400_Daedalus_(0.3,512).png",0.33141422,0.24841726,9.73597,0.015242781,0.810472,0.5839418,0.30128613,0.30784786,0.20123535,0.51397717
"2007_002597_Daedalus_(0.3,512).png",0.24430452,0.13591287,9.492465,0.012361634,0.80442137,0.54976636,0.29890707,0.31067666,0.21757272,0.53954345
"2007_002824_Daedalus_(0.3,512).png",0.23219931,0.18555433,6.845289,0.007350863,0.8437518,0.60529244,0.29474956,0.3057411,0.22717832,0.57270396
"2007_002852_Daedalus_(0.3,512).png",0.17255858,0.0,7.8412013,0.019408857,0.82457054,0.6032051,0.2663593,0.28022283,0.21640997,0.53177565
"2007_002953_Daedalus_(0.3,512).png",0.20700806,0.18211888,8.58339,0.01583632,0.7892219,0.50663555,0.3318793,0.34232625,0.14402522,0.5666708
"2007_003118_Daedalus_(0.3,512).png",0.34250042,0.10995152,8.174165,0.019322667,0.8021104,0.5565842,0.28238317,0.29565084,0.17903616,0.5251069
"2007_003137_Daedalus_(0.3,512).png",0.119585596,0.080339804,9.072438,0.012427996,0.75847596,0.543293,0.2903796,0.29873872,0.19381498,0.5789777
"2007_003191_Daedalus_(0.3,512).png",0.25060925,0.11759816,9.101574,0.018518014,0.8170625,0.5917672,0.27740586,0.28801143,0.20495036,0.57227683
"2007_003251_Daedalus_(0.3,512).png",0.15022364,0.096107,7.230056,0.011316714,0.77070904,0.5261955,0.32269496,0.32763073,0.19490717,0.5876365
"2007_003349_Daedalus_(0.3,512).png",0.21328025,0.02389007,8.3000145,0.020181833,0.8132917,0.5835806,0.28077948,0.29212338,0.2370181,0.49763334
"2007_003431_Daedalus_(0.3,512).png",0.07987105,0.03283975,4.691141,0.005881373,0.64793974,0.3895952,0.35988617,0.35297707,0.1155491,0.73238224
"2007_003580_Daedalus_(0.3,512).png",0.3015307,0.1516661,9.116512,0.019999305,0.8418901,0.62755454,0.2713766,0.28477618,0.20748653,0.5337835
"2007_003715_Daedalus_(0.3,512).png",0.3139702,0.21650228,9.134988,0.009927179,0.7840873,0.54318404,0.29815167,0.31405324,0.18942493,0.5089289
"2007_004065_Daedalus_(0.3,512).png",0.2344905,0.15235764,10.307168,0.0108470395,0.7841885,0.50895095,0.31483755,0.3202868,0.17605071,0.5942427
"2007_004092_Daedalus_(0.3,512).png",0.2253887,0.1744983,9.805434,0.013591078,0.810949,0.55085695,0.3030459,0.3122291,0.1904717,0.5776717
"2007_004707_Daedalus_(0.3,512).png",0.17962816,0.11758244,9.416919,0.017049577,0.8347413,0.59114635,0.2739904,0.28718975,0.20385152,0.46354708
"2007_004856_Daedalus_(0.3,512).png",0.25265962,0.0,8.079954,0.023686484,0.83134896,0.5914887,0.27556854,0.28631443,0.21055716,0.53404
"2007_004948_Daedalus_(0.3,512).png",0.20556825,0.031582598,8.24109,0.010850153,0.80054283,0.5535748,0.29933247,0.30626166,0.222127,0.5330324
