file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
2008_001805_OnePixel_(50, 40).png,0.9959829,0.99869937,45.437157,0.9799896,0.9997167,0.99948156,0.010113115,0.010263604,0.99836,0.117881715
2008_001806_OnePixel_(10, 40).png,0.9990172,0.9996575,51.399612,0.9955848,0.99993944,0.99986565,0.0058992584,0.005794525,0.9995776,0.089766756
2008_001806_OnePixel_(100, 50).png,0.9913273,0.9973523,41.76523,0.95379364,0.9994662,0.99876374,0.019666692,0.018790977,0.99524003,0.15554096
2008_001806_OnePixel_(50, 40).png,0.99619263,0.99894583,45.87132,0.9782362,0.9997925,0.999442,0.012212582,0.011956753,0.99744266,0.123957165
2008_001808_OnePixel_(10, 40).png,0.9993237,0.9998614,53.304157,0.99682075,0.9999,0.9997265,0.0066164783,0.006285237,0.9995443,0.0886813
2008_001808_OnePixel_(100, 50).png,0.9951631,0.99888515,42.971973,0.97351336,0.99970174,0.9991872,0.011575015,0.012138344,0.99687153,0.1294804
2008_001808_OnePixel_(50, 40).png,0.9976392,0.99944824,45.543793,0.9878919,0.9998299,0.99956286,0.00839595,0.008355117,0.9987096,0.108237915
2008_001809_OnePixel_(10, 40).png,0.999156,0.99982107,52.468735,0.99643165,0.9999601,0.9998061,0.0044113863,0.0046976153,0.9993398,0.08256525
2008_001809_OnePixel_(100, 50).png,0.9934653,0.99813145,43.223488,0.960433,0.9995285,0.9988249,0.01606108,0.0154393045,0.9966837,0.1471552
2008_001809_OnePixel_(50, 40).png,0.9965657,0.99913216,45.785145,0.98004526,0.9998066,0.99922705,0.011298659,0.010986094,0.9973728,0.12411002
2008_001810_OnePixel_(10, 40).png,0.9994967,0.99994326,52.681053,0.9976513,0.99995553,0.9998643,0.003837526,0.004414292,0.999595,0.07595756
2008_001810_OnePixel_(100, 50).png,0.9970224,0.9994998,43.722515,0.97764075,0.99979717,0.9995997,0.0074698906,0.008433196,0.99800676,0.111683145
2008_001810_OnePixel_(50, 40).png,0.9983053,0.99972737,45.01345,0.98831874,0.9998708,0.9997064,0.008012903,0.008200963,0.9985814,0.1067503
2008_001813_OnePixel_(10, 40).png,0.99926233,0.99977124,52.183426,0.99729866,0.99996835,0.9999656,0.004341126,0.0044814623,0.9997761,0.076696575
2008_001813_OnePixel_(100, 50).png,0.9936361,0.9983341,42.550293,0.97314185,0.99971735,0.99938387,0.013229198,0.013028204,0.99720436,0.13504174
2008_001813_OnePixel_(300, 80).png,0.984702,0.9966024,38.27907,0.92454785,0.9992209,0.99790186,0.019540431,0.02010542,0.9911485,0.16865589
2008_001813_OnePixel_(50, 40).png,0.9971343,0.99942344,45.86419,0.98467314,0.9998538,0.9992765,0.008532068,0.008999484,0.998065,0.11343531
2008_001815_OnePixel_(10, 40).png,0.99939173,0.9998301,52.118908,0.99588454,0.9999663,0.99995285,0.0064371233,0.006010506,0.9996223,0.0918986
2008_001815_OnePixel_(100, 50).png,0.9942142,0.9984366,41.68129,0.9684294,0.9995501,0.9986385,0.018685617,0.017522864,0.9956372,0.15202086
2008_001815_OnePixel_(300, 80).png,0.9799228,0.99374425,36.347183,0.8954863,0.9982043,0.9961924,0.037870705,0.035088938,0.98665017,0.21201184
2008_001815_OnePixel_(50, 40).png,0.99676347,0.999037,44.257736,0.98166686,0.99970186,0.9995395,0.01336267,0.0129461195,0.99811155,0.12941723
2008_001820_OnePixel_(10, 40).png,0.9990449,0.99964494,51.206852,0.996158,0.9999389,0.99997145,0.008745729,0.007698431,0.9998113,0.09916205
2008_001820_OnePixel_(100, 50).png,0.9939105,0.9984218,41.812702,0.9679158,0.99953973,0.9991409,0.019650571,0.01833371,0.99582225,0.15684642
2008_001820_OnePixel_(300, 80).png,0.9833975,0.9961571,37.33858,0.91726685,0.9987101,0.99658394,0.030173553,0.028660834,0.98696136,0.1954525
2008_001820_OnePixel_(50, 40).png,0.99689424,0.9991016,45.697075,0.98598367,0.99980927,0.9996904,0.011659617,0.011282672,0.9988865,0.12374096
2008_001821_OnePixel_(10, 40).png,0.99932975,0.9998224,54.037827,0.99614555,0.99993426,0.9999097,0.005788355,0.0053163846,0.9996885,0.08705149
2008_001821_OnePixel_(100, 50).png,0.99211514,0.99761647,42.432312,0.9588161,0.9993769,0.998631,0.022515686,0.020513223,0.99505347,0.16407268
2008_001821_OnePixel_(50, 40).png,0.99678814,0.9990899,46.205826,0.97957546,0.99973613,0.9994892,0.012666902,0.011961712,0.99778944,0.1276206
2008_001829_OnePixel_(10, 40).png,0.99967134,0.9999399,54.986763,0.99754214,0.9999452,0.99989563,0.0017359365,0.0021148063,0.99957937,0.06184821
2008_001829_OnePixel_(100, 50).png,0.9960725,0.99919546,43.915478,0.9750631,0.999617,0.9990371,0.0068750456,0.007821647,0.99657947,0.115157396
2008_001829_OnePixel_(50, 40).png,0.9978126,0.9995475,46.154522,0.98647255,0.99979675,0.99971783,0.0052930894,0.006154209,0.99800676,0.10075489
2008_001832_OnePixel_(10, 40).png,0.9988331,0.99959075,50.34147,0.9940501,0.9999413,0.999743,0.0075693754,0.007129035,0.99943715,0.09461425
2008_001832_OnePixel_(100, 50).png,0.99285865,0.99790084,42.508484,0.9556307,0.9996595,0.9987692,0.017436665,0.017109051,0.9946492,0.15035321
2008_001832_OnePixel_(50, 40).png,0.99614894,0.99875057,44.869194,0.97452617,0.9997056,0.99930173,0.016483888,0.015315822,0.997429,0.1398248
2008_001841_OnePixel_(10, 40).png,0.9989821,0.99968326,51.43724,0.9946965,0.99995124,0.99979967,0.0062076724,0.006036389,0.99954826,0.08882821
2008_001841_OnePixel_(100, 50).png,0.9918551,0.9973151,41.153355,0.95266587,0.9995562,0.9985994,0.022555927,0.02095935,0.99403787,0.16349334
2008_001841_OnePixel_(50, 40).png,0.99582285,0.9985223,43.97197,0.97438246,0.99971646,0.9992321,0.017426595,0.015877089,0.9970107,0.14135183
2008_001850_OnePixel_(10, 40).png,0.999298,0.9997913,52.875916,0.9950061,0.9999701,0.9999201,0.0042332914,0.004813613,0.99942356,0.07786722
2008_001850_OnePixel_(100, 50).png,0.9922161,0.9975726,41.82428,0.95310146,0.999473,0.9983167,0.02115096,0.019664114,0.9939015,0.16207834
2008_001850_OnePixel_(300, 80).png,0.9776575,0.9933958,37.513477,0.8752468,0.998253,0.99540424,0.035565216,0.033201285,0.9818156,0.20872442
2008_001850_OnePixel_(50, 40).png,0.9966445,0.99911606,46.497375,0.978398,0.99976814,0.99937934,0.010798391,0.011106744,0.9977293,0.12183735
2008_001856_OnePixel_(10, 40).png,0.9990463,0.99963,51.636967,0.9926539,0.999956,0.99984795,0.0072190426,0.0071934187,0.9995269,0.09711285
2008_001856_OnePixel_(100, 50).png,0.99280757,0.9978854,42.95936,0.9467649,0.9996472,0.99882096,0.016565336,0.016453007,0.99582046,0.1479217
2008_001856_OnePixel_(50, 40).png,0.9960494,0.9987051,44.73343,0.9738026,0.9998218,0.9994068,0.01166786,0.011676004,0.99751616,0.12508982
2008_001865_OnePixel_(10, 40).png,0.9993116,0.9998125,51.769684,0.9964434,0.9999324,0.99982417,0.0058123604,0.005574839,0.9995325,0.08400583
2008_001865_OnePixel_(100, 50).png,0.9955844,0.9990749,42.74308,0.9719775,0.99966174,0.99909455,0.011967344,0.012176695,0.9967243,0.13081488
2008_001865_OnePixel_(50, 40).png,0.99804044,0.99958825,46.7268,0.98908734,0.99986094,0.99960005,0.0077441656,0.007604186,0.9990246,0.10429112
2008_001866_OnePixel_(10, 40).png,0.99933016,0.99975884,52.704376,0.99652076,0.99994636,0.99980426,0.005979904,0.005540845,0.99980164,0.087134935
2008_001866_OnePixel_(100, 50).png,0.9936916,0.9981698,42.770805,0.9690879,0.99971247,0.9990281,0.01280592,0.013020007,0.99704176,0.13603571
2008_001866_OnePixel_(300, 80).png,0.983488,0.9954726,38.17506,0.9048285,0.99890053,0.9967106,0.0250316,0.024339445,0.98957694,0.18318297
2008_001866_OnePixel_(50, 40).png,0.9978048,0.9994029,45.915123,0.9822533,0.9998442,0.99950045,0.009909508,0.009663641,0.9982359,0.1165985
2008_001867_OnePixel_(10, 40).png,0.9994184,0.9999022,53.017242,0.9977023,0.99995595,0.99992204,0.003385368,0.0038191746,0.99973917,0.07245526
2008_001867_OnePixel_(100, 50).png,0.99574655,0.999138,42.993282,0.9756931,0.99968463,0.9991687,0.011005964,0.011313335,0.99670506,0.12716296
2008_001867_OnePixel_(300, 80).png,0.9895765,0.9981078,39.012695,0.93601656,0.99934536,0.9983972,0.016037924,0.016663479,0.9926057,0.15698242
2008_001867_OnePixel_(50, 40).png,0.9987004,0.9997686,46.293644,0.98803025,0.99987954,0.9996522,0.0054546734,0.005976329,0.9986959,0.10100479
2008_001880_OnePixel_(10, 40).png,0.9995018,0.9998781,54.18637,0.9956104,0.999979,0.999912,0.0022725668,0.0028938039,0.99961835,0.06784117
2008_001880_OnePixel_(100, 50).png,0.99478716,0.99850315,44.49133,0.9617593,0.9997778,0.9991202,0.010951506,0.01148923,0.9970746,0.13029708
2008_001880_OnePixel_(50, 40).png,0.9969651,0.9990969,48.32569,0.98623115,0.99991065,0.9997379,0.00547113,0.0064514745,0.99911994,0.10300399
2008_001896_OnePixel_(10, 40).png,0.9992244,0.99978846,52.243385,0.9941327,0.9999681,0.99973625,0.0052496037,0.005506369,0.9992795,0.08761458
2008_001896_OnePixel_(100, 50).png,0.99231815,0.99749553,42.721184,0.9533164,0.9995769,0.9987022,0.019133791,0.017878637,0.9958821,0.15474539
2008_001896_OnePixel_(50, 40).png,0.9962835,0.9990138,46.600567,0.9805473,0.9998839,0.99944943,0.008973037,0.009421698,0.9981387,0.117410794
2008_001919_OnePixel_(10, 40).png,0.9989566,0.9996714,50.423897,0.99358606,0.99987763,0.9997967,0.010590268,0.0092781205,0.9989236,0.1094903
2008_001919_OnePixel_(100, 50).png,0.9930972,0.9980129,42.291714,0.95743215,0.9996271,0.99910134,0.018304313,0.01730507,0.99490505,0.15373334
2008_001919_OnePixel_(50, 40).png,0.996648,0.998968,46.09579,0.9805771,0.9997713,0.9995366,0.01213805,0.011689516,0.9982359,0.12536876
2008_001921_OnePixel_(10, 40).png,0.9987215,0.9993572,50.008587,0.9903576,0.9999317,0.99952376,0.011063087,0.009992191,0.9992522,0.11245103
2008_001921_OnePixel_(100, 50).png,0.99062014,0.99619406,40.869717,0.9315207,0.99948716,0.99738836,0.026475007,0.024406686,0.9936616,0.17622304
2008_001921_OnePixel_(50, 40).png,0.9954235,0.99807453,44.276676,0.96426266,0.9997307,0.9987562,0.018228643,0.01661606,0.9967243,0.14701207
2008_002117_OnePixel_(10, 40).png,0.9993057,0.9998319,51.615414,0.9956549,0.99994594,0.9998858,0.0050782776,0.005051297,0.99969447,0.08547666
2008_002117_OnePixel_(100, 50).png,0.99290085,0.99827975,42.03905,0.96106327,0.9994908,0.99880123,0.018057156,0.017580252,0.9951574,0.15264629
2008_002117_OnePixel_(50, 40).png,0.99591386,0.9989815,45.55522,0.9819629,0.9997845,0.99948627,0.011783398,0.011763432,0.9984337,0.123811886
2008_002140_OnePixel_(10, 40).png,0.9989263,0.9995587,49.98561,0.9945912,0.99990225,0.99990314,0.009318468,0.008276617,0.9994567,0.1045493
2008_002140_OnePixel_(100, 50).png,0.9935669,0.998021,43.088432,0.961979,0.9996074,0.9991901,0.019599078,0.018300815,0.996361,0.15819015
2008_002140_OnePixel_(50, 40).png,0.99680185,0.99900293,46.09368,0.9810858,0.9997994,0.9995602,0.015116339,0.013755517,0.9983892,0.13621902
2008_002389_OnePixel_(10, 40).png,0.99894184,0.9997263,50.48371,0.99395007,0.999962,0.999865,0.0057267128,0.005749922,0.9992114,0.08650175
2008_002389_OnePixel_(100, 50).png,0.9928548,0.99807155,43.06789,0.96033907,0.9996275,0.99909794,0.0128668435,0.013586061,0.99622,0.13694903
2008_002389_OnePixel_(50, 40).png,0.9962597,0.9990039,44.93708,0.9777376,0.9997054,0.9995379,0.011710987,0.011684557,0.9970978,0.12528318
2008_002467_OnePixel_(10, 40).png,0.99905634,0.999712,51.968483,0.99578387,0.99995315,0.999884,0.004676336,0.004959581,0.99957937,0.08005483
2008_002467_OnePixel_(100, 50).png,0.992548,0.99769723,43.009247,0.95832753,0.9996318,0.99860626,0.015216303,0.015016999,0.996448,0.14350888
2008_002467_OnePixel_(300, 80).png,0.9784663,0.9938264,38.419003,0.87941754,0.9989735,0.9961967,0.023787694,0.024167325,0.989239,0.18185227
2008_002467_OnePixel_(50, 40).png,0.99572057,0.9985375,45.876884,0.9781247,0.99984837,0.99948025,0.012634821,0.012167979,0.9985269,0.12731509
2008_003652_OnePixel_(10, 40).png,0.99915206,0.9997131,52.72429,0.996586,0.9999474,0.9999256,0.007032642,0.00658941,0.9996983,0.0958716
2008_003652_OnePixel_(100, 50).png,0.9952978,0.99884164,43.331394,0.9710436,0.99970055,0.999445,0.011367363,0.011642145,0.9965582,0.13044026
2008_003652_OnePixel_(300, 80).png,0.984832,0.99570704,38.207073,0.9201943,0.9989855,0.99826425,0.02416885,0.02376189,0.98798865,0.18163595
2008_003652_OnePixel_(50, 40).png,0.9972733,0.9993315,46.84933,0.98524725,0.9998031,0.99962914,0.011096778,0.01072339,0.9977663,0.12170277
2008_004296_OnePixel_(10, 40).png,0.99902785,0.9997305,51.864326,0.99496645,0.99992883,0.9998826,0.006756743,0.0065471088,0.99958724,0.09099374
2008_004296_OnePixel_(100, 50).png,0.992936,0.99813116,42.46032,0.96246165,0.9996307,0.9989716,0.01422725,0.014874484,0.99451464,0.1404743
2008_004296_OnePixel_(50, 40).png,0.9960698,0.99891925,45.34053,0.98035556,0.99979806,0.99915045,0.013637817,0.013056017,0.997838,0.13161524
2008_004570_OnePixel_(10, 40).png,0.99912846,0.9996594,51.714664,0.9956846,0.9998718,0.9998409,0.0096831275,0.008385619,0.99965537,0.10363433
2008_004570_OnePixel_(100, 50).png,0.9938446,0.9983702,42.36471,0.9675279,0.9995522,0.999022,0.014892046,0.014620752,0.99596715,0.1389727
2008_004570_OnePixel_(300, 80).png,0.98153806,0.99516237,37.851536,0.9115798,0.99874085,0.9972873,0.024892917,0.02455953,0.99022096,0.1814673
2008_004570_OnePixel_(50, 40).png,0.996714,0.99904907,45.325203,0.983353,0.99980384,0.9994602,0.010599577,0.010468811,0.9979717,0.118441045
2008_004725_OnePixel_(10, 40).png,0.99906313,0.99963045,50.233353,0.9957316,0.99994093,0.9998511,0.0092598405,0.008124687,0.9994704,0.103308156
2008_004725_OnePixel_(100, 50).png,0.9923019,0.99755806,40.854233,0.96233994,0.9994579,0.9989005,0.022261394,0.020437842,0.99594194,0.16503423
2008_004725_OnePixel_(300, 80).png,0.9799863,0.99332994,36.469135,0.89913523,0.998681,0.99716794,0.035241816,0.032486424,0.9877675,0.20696276
2008_004725_OnePixel_(50, 40).png,0.99629486,0.99866223,44.955597,0.9828064,0.99975103,0.9993419,0.017578788,0.015696099,0.9987486,0.14528815
2008_005853_OnePixel_(10, 40).png,0.999104,0.999717,54.199173,0.99027175,0.9999107,0.9997506,0.005013346,0.005287043,0.99964947,0.084350355
2008_005853_OnePixel_(100, 50).png,0.9921919,0.99739516,44.015717,0.92995596,0.9995752,0.9980836,0.015569868,0.01518383,0.9958803,0.14493145
2008_005853_OnePixel_(50, 40).png,0.99558973,0.998465,46.441494,0.9570911,0.9996993,0.99888366,0.0105962185,0.011136217,0.99668765,0.12515315
2008_005914_OnePixel_(10, 40).png,0.99935055,0.99977016,51.65089,0.9975854,0.99992,0.9999449,0.007932194,0.0068780994,0.9998034,0.09589499
2008_005914_OnePixel_(100, 50).png,0.994238,0.998526,42.31991,0.9723244,0.9995055,0.99906087,0.01832729,0.016519142,0.99525756,0.1519926
2008_005914_OnePixel_(300, 80).png,0.9862079,0.99677944,38.268017,0.921381,0.99889344,0.997781,0.023703462,0.022740597,0.98982376,0.1803343
2008_005914_OnePixel_(50, 40).png,0.99736565,0.99936175,45.005554,0.9834725,0.99975735,0.9993611,0.010839167,0.010474487,0.9982066,0.121892706
2008_006082_OnePixel_(10, 40).png,0.9991657,0.9998202,53.342346,0.99492574,0.9999402,0.999827,0.004806963,0.0049375393,0.99945086,0.08197743
2008_006082_OnePixel_(100, 50).png,0.9932473,0.99821174,43.516647,0.96221906,0.9996667,0.9990847,0.012434918,0.012908738,0.99637073,0.13271916
2008_006082_OnePixel_(300, 80).png,0.9784217,0.9939679,38.541637,0.8882505,0.9988502,0.9969637,0.02207494,0.02317131,0.9886625,0.17750645
2008_006082_OnePixel_(50, 40).png,0.99647874,0.99890876,45.974506,0.9781805,0.99978423,0.99935067,0.010813766,0.011006329,0.99787885,0.11929535
2008_006207_OnePixel_(10, 40).png,0.99897945,0.9996432,51.329197,0.99364007,0.99991107,0.99982685,0.0078030042,0.007212342,0.9994958,0.09935036
2008_006207_OnePixel_(100, 50).png,0.99261856,0.99767387,42.82646,0.9544007,0.99958146,0.99845874,0.017700903,0.016992366,0.9933164,0.15004689
2008_006207_OnePixel_(300, 80).png,0.9779024,0.9924857,37.45699,0.8736335,0.998702,0.99518913,0.033674795,0.031308293,0.97682333,0.20588998
2008_006207_OnePixel_(50, 40).png,0.9963907,0.99873614,45.89081,0.97877675,0.9997957,0.99936706,0.0121757295,0.011358719,0.998422,0.12627934
2008_006562_OnePixel_(10, 40).png,0.9991797,0.99979705,50.848545,0.9962808,0.9999558,0.9997698,0.0064241,0.0061275805,0.9995325,0.08562283
2008_006562_OnePixel_(100, 50).png,0.99476945,0.99892396,42.378574,0.97014105,0.9996907,0.99935013,0.011127059,0.011780316,0.99683094,0.12829196
2008_006562_OnePixel_(300, 80).png,0.98270655,0.99611115,37.20994,0.9104911,0.99880207,0.99677664,0.024851447,0.024695585,0.9886151,0.18295947
2008_006562_OnePixel_(50, 40).png,0.99770606,0.9994647,45.920517,0.98587954,0.9998591,0.99961984,0.008814376,0.008979844,0.99785155,0.1098993
2008_006641_OnePixel_(10, 40).png,0.9991793,0.999757,52.58854,0.9951456,0.999917,0.9999192,0.0060853814,0.005941543,0.99964184,0.08677169
2008_006641_OnePixel_(100, 50).png,0.99184024,0.997518,41.97576,0.95754516,0.99926823,0.9988215,0.0211737,0.019623583,0.9958244,0.1593222
2008_006641_OnePixel_(50, 40).png,0.99594986,0.9988083,45.36715,0.98060334,0.9996731,0.99959147,0.013629172,0.012932096,0.9984863,0.13174152
2008_006751_OnePixel_(10, 40).png,0.9993948,0.99988806,52.092358,0.9967759,0.9999528,0.999843,0.005693534,0.005357637,0.9993398,0.08412555
2008_006751_OnePixel_(100, 50).png,0.9948307,0.99858415,41.749535,0.9677686,0.9996357,0.99909705,0.013559119,0.013771396,0.99650985,0.13743326
2008_006751_OnePixel_(300, 80).png,0.98513,0.99604523,37.045986,0.9166776,0.99895984,0.99776536,0.024941709,0.024146182,0.9899435,0.18083118
2008_006751_OnePixel_(50, 40).png,0.997489,0.99942565,45.156136,0.98591405,0.9998099,0.9997561,0.008387006,0.008830602,0.99845314,0.10964841
2008_006764_OnePixel_(10, 40).png,0.99894166,0.999704,51.923405,0.9954386,0.9999508,0.9998971,0.0045629432,0.005040724,0.9996592,0.08029236
2008_006764_OnePixel_(100, 50).png,0.9919983,0.99801564,42.364143,0.9625959,0.99945074,0.9985796,0.0153113315,0.015626239,0.9959825,0.14253922
2008_006764_OnePixel_(50, 40).png,0.9961529,0.99904823,46.040657,0.98134613,0.99979734,0.9995122,0.008210163,0.009251967,0.9980203,0.113254644
2008_006950_OnePixel_(10, 40).png,0.99889433,0.9994747,49.55033,0.9930316,0.9999183,0.9998404,0.011115279,0.009829917,0.99946445,0.112121984
2008_006950_OnePixel_(100, 50).png,0.99188066,0.9967859,40.51449,0.9529921,0.9995115,0.99878305,0.025155911,0.022729067,0.99505144,0.17229222
2008_006950_OnePixel_(300, 80).png,0.97318316,0.98965186,36.11482,0.8708218,0.998302,0.9956157,0.04466057,0.040427193,0.98673695,0.22676156
2008_006950_OnePixel_(50, 40).png,0.99581695,0.99824905,44.277565,0.97476697,0.99973994,0.9992819,0.019188078,0.017145826,0.9974232,0.1488249
2008_006998_OnePixel_(10, 40).png,0.99913776,0.99976647,51.76837,0.9951626,0.99991894,0.9997775,0.0056803073,0.005767047,0.99954826,0.085153125
2008_006998_OnePixel_(100, 50).png,0.9928434,0.99802464,41.787247,0.9606482,0.9995847,0.9988766,0.015315983,0.015414556,0.9953191,0.14385477
2008_006998_OnePixel_(50, 40).png,0.996096,0.99871695,44.593563,0.9782586,0.99971676,0.99941754,0.01372302,0.013204294,0.99755305,0.13014083
2008_007042_OnePixel_(10, 40).png,0.99905574,0.99971074,51.43246,0.9938854,0.99992466,0.999849,0.007814701,0.0073651057,0.9994313,0.094133615
2008_007042_OnePixel_(100, 50).png,0.9924201,0.9979348,42.564415,0.95421183,0.9994817,0.9988566,0.017138174,0.017087258,0.9957897,0.14959046
2008_007042_OnePixel_(300, 80).png,0.9760155,0.993299,37.30366,0.8701469,0.9984231,0.9963136,0.030196115,0.03006866,0.9843874,0.19659299
2008_007042_OnePixel_(50, 40).png,0.9960353,0.99894273,45.70553,0.977891,0.9997614,0.9993963,0.011713619,0.01172935,0.997999,0.1245305
2008_007653_OnePixel_(10, 40).png,0.9990987,0.9996895,52.816105,0.99438846,0.9999306,0.9998259,0.006119401,0.005808157,0.99961835,0.09156067
2008_007653_OnePixel_(100, 50).png,0.9929883,0.9978943,43.313797,0.9525958,0.9996655,0.9989631,0.012717663,0.012903688,0.99616015,0.13723819
2008_007653_OnePixel_(300, 80).png,0.9815275,0.99462265,39.74587,0.8842105,0.9990825,0.99751294,0.022212181,0.022385534,0.9900366,0.1780754
2008_007653_OnePixel_(50, 40).png,0.99578947,0.99860835,46.64282,0.9776133,0.9998087,0.9995375,0.012553882,0.011816406,0.9986903,0.12661728
2008_007823_OnePixel_(10, 40).png,0.9988289,0.9996581,50.60183,0.99293494,0.99991256,0.99968505,0.009420292,0.008633464,0.9993496,0.10429894
2008_007823_OnePixel_(100, 50).png,0.9913846,0.9973955,41.15864,0.949964,0.9993613,0.998038,0.022774084,0.021329466,0.99364054,0.16498575
2008_007823_OnePixel_(300, 80).png,0.9790319,0.99403596,37.020126,0.86833304,0.9985594,0.99613273,0.029327214,0.028917732,0.98412335,0.19319074
2008_007823_OnePixel_(50, 40).png,0.99598044,0.99877995,44.681583,0.9775036,0.99974436,0.9993934,0.013193241,0.012931342,0.9975801,0.12922348
2008_007893_OnePixel_(10, 40).png,0.99905956,0.99965286,51.260715,0.9916441,0.9999207,0.99978673,0.00657226,0.006131731,0.9993185,0.0925685
2008_007893_OnePixel_(100, 50).png,0.99214876,0.99727714,43.17963,0.93536985,0.99949163,0.99806863,0.020886716,0.019340606,0.993512,0.16138956
2008_007893_OnePixel_(50, 40).png,0.9958965,0.99858654,46.33921,0.97161436,0.99972284,0.99924415,0.014481901,0.013121989,0.99811536,0.1335878
2008_007909_OnePixel_(10, 40).png,0.9994471,0.9998695,52.92547,0.99669725,0.9999376,0.99988306,0.0040539918,0.0039657513,0.9996087,0.07418296
2008_007909_OnePixel_(100, 50).png,0.9949603,0.998904,43.743004,0.97475713,0.99979573,0.9994644,0.007799355,0.008959489,0.9967072,0.12275733
2008_007909_OnePixel_(50, 40).png,0.9976592,0.99951166,47.001762,0.98679477,0.99990666,0.9997485,0.0060045957,0.0065696063,0.9985814,0.10297132
2008_007973_OnePixel_(10, 40).png,0.9991077,0.9997263,53.82133,0.9941301,0.99996024,0.9998408,0.005393357,0.005449237,0.9997294,0.08677529
2008_007973_OnePixel_(100, 50).png,0.9913873,0.9968094,41.813923,0.93452424,0.99928606,0.99778044,0.024644809,0.022573063,0.9937729,0.17337072
2008_007973_OnePixel_(300, 80).png,0.9734528,0.9900812,36.737587,0.8386195,0.9978569,0.99360925,0.0470058,0.04209175,0.9786896,0.23384926
2008_007973_OnePixel_(50, 40).png,0.9951663,0.9981141,44.80053,0.9668291,0.9996283,0.9988716,0.020093782,0.018075345,0.9971946,0.1546658
2008_008044_OnePixel_(10, 40).png,0.99922407,0.9997778,54.683414,0.995663,0.9999643,0.9999075,0.004620634,0.004856408,0.99969053,0.08128665
2008_008044_OnePixel_(100, 50).png,0.9934141,0.99811745,43.33414,0.9594331,0.9996365,0.99880487,0.012929513,0.013039024,0.99580693,0.13788362
2008_008044_OnePixel_(300, 80).png,0.98228943,0.99525404,39.42982,0.9002317,0.99893093,0.9963436,0.020639392,0.021020846,0.9899738,0.17277777
2008_008044_OnePixel_(50, 40).png,0.9966893,0.9991107,46.70693,0.9781042,0.99978757,0.99925864,0.009482225,0.009855641,0.99740386,0.11615753
2008_008120_OnePixel_(10, 40).png,0.999045,0.9997082,51.138096,0.99430156,0.9999151,0.99962145,0.009706512,0.008587635,0.9993671,0.104906656
2008_008120_OnePixel_(100, 50).png,0.9923386,0.9975848,42.07675,0.95768076,0.99952763,0.9987502,0.018612998,0.017774263,0.995009,0.15699768
2008_008120_OnePixel_(300, 80).png,0.97827613,0.9927081,37.0867,0.87696487,0.99826926,0.99547184,0.039465535,0.035783853,0.9804461,0.21697386
2008_008120_OnePixel_(50, 40).png,0.9962301,0.99886197,45.476677,0.97818685,0.99974644,0.99925137,0.013633777,0.012850269,0.9981038,0.13150154
2008_008479_OnePixel_(10, 40).png,0.9990721,0.99969625,51.376476,0.9950094,0.99986976,0.9998359,0.0062083784,0.0059512146,0.9996243,0.08689357
2008_008479_OnePixel_(100, 50).png,0.9924531,0.9979601,42.856544,0.9626297,0.9994854,0.99900746,0.013396739,0.013930047,0.99525756,0.13770436
2008_008479_OnePixel_(300, 80).png,0.97956103,0.99450845,38.300602,0.89717907,0.9985975,0.9972819,0.022390766,0.023205826,0.98967737,0.17711173
2008_008479_OnePixel_(50, 40).png,0.9960961,0.9989594,46.71409,0.98042244,0.9997596,0.99953717,0.010325309,0.010796303,0.997997,0.12080887
2008_008570_OnePixel_(10, 40).png,0.9991288,0.999639,51.60414,0.9932702,0.99996156,0.9997456,0.007603972,0.0070068464,0.9993653,0.0950886
2008_008570_OnePixel_(100, 50).png,0.99134564,0.9970519,42.434135,0.94966185,0.99953645,0.998477,0.01905246,0.017900053,0.9955042,0.15401699
2008_008570_OnePixel_(300, 80).png,0.9802772,0.9941971,38.27801,0.86409605,0.99891436,0.99686515,0.02236529,0.022855684,0.9879679,0.17715883
2008_008570_OnePixel_(50, 40).png,0.99618804,0.9987786,45.45824,0.9705893,0.9997133,0.99907076,0.011977738,0.011861275,0.9976693,0.12503776
2008_008689_OnePixel_(10, 40).png,0.99928397,0.9998045,52.266827,0.9956102,0.9998907,0.9998272,0.0063975584,0.005976031,0.9995776,0.09245895
2008_008689_OnePixel_(100, 50).png,0.9920738,0.9974396,41.75702,0.9572278,0.99930245,0.9988105,0.024988333,0.022336759,0.9952711,0.17070794
2008_008689_OnePixel_(300, 80).png,0.9763416,0.9925565,36.728798,0.8824061,0.9979263,0.9958122,0.042149406,0.038024534,0.9853367,0.22231734
2008_008689_OnePixel_(50, 40).png,0.9968108,0.99924415,45.942963,0.9814677,0.9998097,0.9996268,0.010757831,0.010582054,0.99852127,0.11842514
2009_000526_OnePixel_(10, 40).png,0.99945045,0.99980706,53.26225,0.9967225,0.9999687,0.9999605,0.005713077,0.005297706,0.99973917,0.083042145
2009_000526_OnePixel_(100, 50).png,0.99561095,0.9989206,43.04296,0.9724546,0.99978775,0.9993135,0.011215552,0.011718587,0.99632424,0.12940481
2009_000526_OnePixel_(300, 80).png,0.98678535,0.99640435,38.190235,0.919995,0.9993185,0.99837524,0.019238036,0.019868322,0.9916215,0.1680782
