file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi,mad
"2007_000042_NES-pi_(0.1,20,0.001).png",0.65857875,0.8822385,25.751829999999998,0.4286934,0.9647295,0.9089635,0.11352274,0.10879464400000001,0.7187433000000001,0.37678036,75.63077725205449
"2007_000042_NES-pi_(0.2,20,0.001).png",0.84486455,0.9557747,32.36942,0.6276826,0.9891405999999999,0.9682375,0.046862997,0.04595041,0.8824156999999999,0.28364637,30.93365057645944
"2007_000042_NES-pi_(0.3,20,0.001).png",0.6590988,0.8830824,25.734768,0.43175784,0.9661791,0.90980613,0.10909117,0.10515827,0.7218294,0.3720607,71.82153831038866
"2007_000042_NES-ql_(0.001,0.05,0.9,10000).png",0.8603554,0.96116704,33.057045,0.64918184,0.99053854,0.9714161,0.04214735,0.041161533,0.89516014,0.27491117,26.581198500553278
"2007_000042_NES-ql_(0.001,0.1,0.9,1000).png",0.60937095,0.86431456,25.678976000000002,0.39918664,0.95655584,0.8920488999999999,0.12980664,0.12345568,0.6812590999999999,0.39682817,65.87748356083127
"2007_000042_NES-ql_(1e-05,0.05,0.9,1000).png",0.80647516,0.9440295,31.163140000000002,0.5858774999999999,0.98547286,0.9587694999999999,0.058585957,0.057155143,0.85296464,0.30438128,35.81503812562703
"2007_000170_NES-pi_(0.1,20,0.001).png",0.12679872,0.36463484,10.387903,0.05709181,0.80097973,0.58724445,0.26575702,0.25693494,0.26622823,0.5981719,173.2196306645048
"2007_000170_NES-pi_(0.2,20,0.001).png",0.7792021,0.91918796,32.177856,0.48706427,0.9883446,0.95966923,0.054631237,0.05276755599999999,0.85171056,0.30203164,34.30988947306489
"2007_000170_NES-pi_(0.3,20,0.001).png",0.5258037,0.7855999,26.094414,0.27645690000000006,0.95931196,0.8803213,0.13388215,0.12604523,0.65120816,0.40795752,72.35878349192417
"2007_000170_NES-ql_(0.001,0.05,0.9,10000).png",0.8087154999999999,0.9316566999999999,33.059135,0.5223711,0.9904002000000001,0.9664872,0.046890325999999996,0.045464385,0.8745745,0.28828037,30.025261299882914
"2007_000170_NES-ql_(0.001,0.1,0.9,1000).png",0.46847266,0.74980664,25.344782000000002,0.24587125,0.9485450999999999,0.8567924000000001,0.15708385,0.14712757,0.59960645,0.43534878,76.0139607235675
"2007_000170_NES-ql_(1e-05,0.05,0.9,1000).png",0.7333534,0.9000988000000001,31.088865000000002,0.44288640000000007,0.98495036,0.9497465,0.06699289,0.06423454,0.82252854,0.32234946,39.23617921955752
"2007_000250_NES-pi_(0.1,20,0.001).png",0.4892815,0.76204383,26.231339000000002,0.24190442,0.9583550999999999,0.84772736,0.14799213,0.13807072,0.64279836,0.42339152,88.51798970091255
"2007_000250_NES-pi_(0.2,20,0.001).png",0.748911,0.90554637,31.927727,0.4291032,0.98785794,0.9434469000000001,0.061259445,0.059276025999999996,0.84481555,0.31298178,54.76238883634189
"2007_000250_NES-pi_(0.3,20,0.001).png",0.47646052,0.75550383,26.015291,0.23454267,0.9560013,0.8419151,0.15229326,0.14224784,0.63193774,0.42855504,89.52134106815566
"2007_000250_NES-ql_(0.001,0.05,0.9,10000).png",0.7581585999999999,0.9100884,32.305103,0.44023323,0.9883809000000001,0.94708145,0.059077132000000004,0.057046127,0.8522863000000002,0.31017813,50.923181194600566
"2007_000250_NES-ql_(0.001,0.1,0.9,1000).png",0.41229925,0.71032035,24.771727,0.20283209,0.94145244,0.807416,0.17871252,0.16553615,0.5792476,0.4579742,93.78208746070561
"2007_000250_NES-ql_(1e-05,0.05,0.9,1000).png",0.6958779,0.88216156,30.841158,0.38713908,0.9840155999999999,0.9294962,0.07623357,0.072884634,0.8108046999999999,0.33576059999999996,59.02011970902002
"2007_000346_NES-pi_(0.1,20,0.001).png",0.55587566,0.81308734,26.187918,0.30799505,0.9626631999999999,0.8992450999999999,0.121750265,0.11654802,0.67867565,0.38813806,71.5900506948964
"2007_000346_NES-pi_(0.2,20,0.001).png",0.8136303,0.9366338,32.52067,0.53636235,0.989949,0.9682468000000001,0.044597372,0.04446769,0.87386435,0.28094798,36.383704601231955
"2007_000346_NES-pi_(0.3,20,0.001).png",0.52979004,0.799005,25.617172,0.29012758,0.95765764,0.8893279000000001,0.13126172,0.12528910000000001,0.65414304,0.39888495,74.36966658574613
"2007_000346_NES-ql_(0.001,0.05,0.9,10000).png",0.8284081,0.9425375,32.995377000000005,0.55824786,0.9910091999999999,0.97147745,0.040430136,0.040373854,0.8839799,0.27309006,33.856945019686194
"2007_000346_NES-ql_(0.001,0.1,0.9,1000).png",0.5026626000000001,0.7830429,25.22914,0.27624545,0.9529983,0.877497,0.14210512,0.13503127,0.63394415,0.41157576,73.58249358887767
"2007_000346_NES-ql_(1e-05,0.05,0.9,1000).png",0.75829566,0.915658,31.026175,0.47936508,0.9858829,0.9565802999999999,0.05835285,0.057560217000000004,0.8362869,0.3045337,43.28763560164978
"2007_000549_NES-pi_(0.1,20,0.001).png",0.58847916,0.83056206,25.835188,0.3024403,0.9670257,0.89322346,0.11125051,0.10930311,0.6703435000000001,0.37736452,74.77928544770688
"2007_000549_NES-pi_(0.2,20,0.001).png",0.8119283,0.938008,32.44804,0.52514696,0.98986346,0.96568495,0.044560555,0.044512097,0.8675873,0.281953,35.915312703451676
"2007_000549_NES-pi_(0.3,20,0.001).png",0.5863526,0.83274144,26.492395000000002,0.30893445,0.9663851000000001,0.8973458000000001,0.11015695,0.10683298,0.68044233,0.37739408,64.24896836287073
"2007_000549_NES-ql_(0.001,0.05,0.9,10000).png",0.8354381999999999,0.945945,33.269962,0.5562619000000001,0.9914019000000001,0.97055227,0.038808413,0.038735155,0.88534445,0.26997766,33.1600457288401
"2007_000549_NES-ql_(0.001,0.1,0.9,1000).png",0.5396251,0.80356693,25.659313,0.27584200000000003,0.9576548,0.8773661,0.12956512,0.123907596,0.6379173,0.40043658,68.0271139394264
"2007_000549_NES-ql_(1e-05,0.05,0.9,1000).png",0.78424525,0.92573214,31.671362,0.4901537,0.98746884,0.95911765,0.053259242000000005,0.05269592,0.84821653,0.29667485,39.493528398580224
"2007_000876_NES-pi_(0.1,20,0.001).png",0.5173217999999999,0.8449636999999999,26.086895000000002,0.30999740000000003,0.970184,0.9083921,0.09511932,0.09606103,0.72267395,0.3567252,63.24229361604999
"2007_000876_NES-pi_(0.2,20,0.001).png",0.7571781999999999,0.94230604,31.751396000000003,0.5229247,0.9901769,0.9670453999999999,0.039944172,0.04165595,0.8781428,0.27236483,32.93648216212656
"2007_000876_NES-pi_(0.3,20,0.001).png",0.23308957,0.51129866,14.131104999999998,0.100080065,0.8912684000000001,0.7281295,0.20014897,0.20633973,0.440011,0.48889202,160.27148645155145
"2007_000876_NES-ql_(0.001,0.05,0.9,10000).png",0.7979199,0.9544079,32.953163,0.57120407,0.9924470999999999,0.97379327,0.03217784,0.033831157,0.9007808,0.25600463,27.484719390319494
"2007_000876_NES-ql_(0.001,0.1,0.9,1000).png",0.52135354,0.84583205,26.415841999999998,0.31200457,0.96955335,0.90752065,0.09696217,0.09727430000000001,0.72380424,0.35906997,61.157364269614526
"2007_000876_NES-ql_(1e-05,0.05,0.9,1000).png",0.7305885999999999,0.9326757,31.082110999999998,0.49119890000000005,0.98865473,0.9617306999999999,0.04553865,0.047461885999999995,0.86056983,0.28284124,36.48486706094014
"2007_002088_NES-pi_(0.1,20,0.001).png",0.6861746,0.8722598,24.823074,0.36551186,0.97555107,0.9280956,0.08069228,0.08345395,0.6936114999999999,0.33564427,68.18078600315924
"2007_002088_NES-pi_(0.2,20,0.001).png",0.88698244,0.9643911000000001,32.476562,0.60696965,0.9924464,0.97678417,0.030846655,0.03159889,0.8764014999999999,0.2504097,14.632577362620129
"2007_002088_NES-pi_(0.3,20,0.001).png",0.69274586,0.88462174,26.170116,0.37971076,0.9762232,0.9321991,0.07637644,0.07741506,0.70897126,0.33053946,51.72030184823022
"2007_002088_NES-ql_(0.001,0.05,0.9,10000).png",0.8967554,0.9679909,33.065697,0.62570816,0.99302393,0.97894543,0.027713437,0.028706192999999998,0.8882793999999999,0.24325013,11.873405481407655
"2007_002088_NES-ql_(0.001,0.1,0.9,1000).png",0.6223761,0.8533847,25.403420999999998,0.3279265,0.96848726,0.91682637,0.09232725,0.09311080000000001,0.657989,0.35344195,51.93044094349173
"2007_002088_NES-ql_(1e-05,0.05,0.9,1000).png",0.84358525,0.94992155,30.944309999999998,0.54459673,0.9892839,0.9685362,0.040029097,0.04109749,0.8398392,0.27068648,19.090397922502095
"2007_002094_NES-pi_(0.1,20,0.001).png",0.38135278,0.7059631,25.602531,0.16236575,0.94575506,0.8082482,0.15386091,0.14456457,0.5765563,0.43005568,89.98733478191818
"2007_002094_NES-pi_(0.2,20,0.001).png",0.7260488,0.9022667,32.391365,0.37382892,0.9868319,0.94204,0.055942282,0.054973874000000006,0.82880557,0.30489102,50.29820633089625
"2007_002094_NES-pi_(0.3,20,0.001).png",0.38478145,0.70561945,25.247566,0.16241004,0.9463925,0.8071986999999999,0.15402508,0.14502354,0.57514167,0.43000403,90.01307980778952
"2007_002094_NES-ql_(0.001,0.05,0.9,10000).png",0.7527198,0.9137453999999999,33.11804,0.40301950000000003,0.9884809999999999,0.9492733,0.04929241,0.04868659,0.8489279000000001,0.29434502,45.896864931306254
"2007_002094_NES-ql_(0.001,0.1,0.9,1000).png",0.34109256,0.6761919,24.994926,0.14915675,0.9357438,0.785877,0.16923583,0.15827876,0.54735535,0.44676885,89.57312436628987
"2007_002094_NES-ql_(1e-05,0.05,0.9,1000).png",0.6375202,0.8635974000000001,30.695427000000002,0.3088717,0.97981113,0.9174181999999999,0.07535868,0.07308582,0.7747673,0.33511597,58.08768054573528
"2007_002099_NES-pi_(0.1,20,0.001).png",0.48683208,0.7647063000000001,26.096966000000002,0.23471496,0.94834536,0.83472556,0.15291819,0.1424099,0.6018464,0.4288484,81.10736827680878
"2007_002099_NES-pi_(0.2,20,0.001).png",0.7427517,0.9053458000000001,31.901432,0.42589942,0.98467946,0.94111633,0.065042205,0.062688544,0.81740576,0.31924504,46.76819527820721
"2007_002099_NES-pi_(0.3,20,0.001).png",0.48443756,0.7634542,26.175785,0.23412684,0.9483795,0.8342508,0.15403403,0.14340033,0.6008311,0.43017775,80.4954315427509
"2007_002099_NES-ql_(0.001,0.05,0.9,10000).png",0.79149646,0.9255959,33.186363,0.47666049999999993,0.98857445,0.95507205,0.050630457999999996,0.04942241,0.8582635000000001,0.29553157,39.68000012287132
"2007_002099_NES-ql_(0.001,0.1,0.9,1000).png",0.43932146,0.7335848,25.343872,0.21433707,0.93755436,0.80980164,0.17306224,0.16030782,0.5610092,0.4508321,84.11365875141847
"2007_002099_NES-ql_(1e-05,0.05,0.9,1000).png",0.69821787,0.88545775,30.881292,0.3885507,0.9806366,0.9274334000000001,0.077534415,0.07426387,0.7857957,0.33802184,52.34313101998634
"2007_002293_NES-pi_(0.1,20,0.001).png",0.55102694,0.82302046,25.840075,0.32308364,0.9584147,0.9003591000000001,0.14285286,0.1340405,0.68044865,0.40985867,71.15967618302953
"2007_002293_NES-pi_(0.2,20,0.001).png",0.7990159,0.9349394,32.011486,0.54017514,0.98841566,0.9675292,0.055357914,0.053869087,0.87095314,0.29779859999999997,39.62389334564892
"2007_002293_NES-pi_(0.3,20,0.001).png",0.5631198000000001,0.82865417,25.861998,0.32920036,0.9607353999999999,0.9050002,0.13866286,0.13032173,0.6888591,0.40518144,72.71817368747361
"2007_002293_NES-ql_(0.001,0.05,0.9,10000).png",0.8281888000000001,0.94553375,32.929629999999996,0.57387483,0.99064094,0.97381085,0.045703042,0.04504362,0.89149165,0.28147352,35.13890360829858
"2007_002293_NES-ql_(0.001,0.1,0.9,1000).png",0.5199851,0.80767316,25.306341,0.30232325,0.9523375,0.8893281,0.15612808,0.14584696,0.6548609999999999,0.42403823,74.33114102343671
"2007_002293_NES-ql_(1e-05,0.05,0.9,1000).png",0.76166,0.92087734,31.014415999999997,0.5017396,0.9854662000000001,0.96119344,0.06601988,0.063838616,0.84638816,0.31500690000000003,44.16278648998024
"2007_002344_NES-pi_(0.1,20,0.001).png",0.62274003,0.8507783000000001,24.885788,0.34159774,0.9681312,0.90771735,0.10429685,0.10156104,0.70047784,0.3686113,79.3934524423909
"2007_002344_NES-pi_(0.2,20,0.001).png",0.83158726,0.9468683000000001,32.224567,0.5592925999999999,0.9896933000000001,0.96832967,0.044154566,0.043256402,0.8740575,0.280407,26.591327141275517
"2007_002344_NES-pi_(0.3,20,0.001).png",0.6096461999999999,0.8540759,24.34637,0.33888605,0.9663142,0.9059976000000001,0.10331824,0.101238795,0.68850476,0.36843216,75.26542851342266
"2007_002344_NES-ql_(0.001,0.05,0.9,10000).png",0.83612764,0.94843453,32.478195,0.5632564,0.9899159,0.96950155,0.04274569,0.04203782599999999,0.87832254,0.27849418,25.490294974721365
"2007_002344_NES-ql_(0.001,0.1,0.9,1000).png",0.54887277,0.8201755999999999,25.350586,0.2964521,0.95570064,0.88466173,0.12888554,0.12335105,0.65077525,0.3983136,65.18388790826596
"2007_002344_NES-ql_(1e-05,0.05,0.9,1000).png",0.78907436,0.9314163000000001,31.043749,0.5082641999999999,0.9860795,0.9591755999999999,0.056220904,0.05470088,0.84102577,0.30163115,31.71585747190947
"2007_002400_NES-pi_(0.1,20,0.001).png",0.5901586,0.8302103000000001,26.092016,0.31753427,0.96284336,0.90813506,0.12102436,0.1146021,0.6738057,0.38453853,63.54751904863184
"2007_002400_NES-pi_(0.2,20,0.001).png",0.83717173,0.94464433,32.416385999999996,0.55430824,0.99045455,0.9724171999999999,0.04320246,0.042123817,0.8706243,0.27675679999999997,30.745457933118423
"2007_002400_NES-pi_(0.3,20,0.001).png",0.6007701,0.8353756999999999,26.239404999999998,0.32152846,0.9648046999999998,0.91094375,0.117255814,0.11151468,0.6794164,0.38028494,64.38938516359573
"2007_002400_NES-ql_(0.001,0.05,0.9,10000).png",0.8590834,0.9527625,33.197165999999996,0.58609486,0.9920191999999999,0.97705305,0.036760155,0.03608181,0.88839006,0.26456478,27.404473069238215
"2007_002400_NES-ql_(0.001,0.1,0.9,1000).png",0.53906924,0.8025118,25.028666,0.2845866,0.95362383,0.89167744,0.1375019,0.13023801,0.63473296,0.40357074,68.13807218930249
"2007_002400_NES-ql_(1e-05,0.05,0.9,1000).png",0.78879607,0.92658687,30.932358,0.49774933,0.9867572,0.9634283000000001,0.055368852,0.053789295,0.8362565000000001,0.29790762,37.022774606191
"2007_002597_NES-pi_(0.1,20,0.001).png",0.5366523,0.8220509,24.923672,0.30375436,0.95330226,0.89073163,0.13481767,0.1282171,0.6737481,0.39992234,65.99747101743529
"2007_002597_NES-pi_(0.2,20,0.001).png",0.83921623,0.9515196,32.308434000000005,0.57748985,0.9903163,0.9724626000000001,0.041418754,0.040617596,0.8885049,0.27321935,26.78600214512352
"2007_002597_NES-pi_(0.3,20,0.001).png",0.60858,0.85703564,25.625278,0.34914777,0.96617043,0.91593707,0.107881315,0.10383631,0.72334343,0.36885145,67.008435705914
"2007_002597_NES-ql_(0.001,0.05,0.9,10000).png",0.81313825,0.9423331,31.5727,0.5454566999999999,0.98818517,0.96692485,0.04860167,0.04758775,0.871117,0.28601682,29.46904818847286
"2007_002597_NES-ql_(0.001,0.1,0.9,1000).png",0.55751824,0.8334280999999999,25.407272,0.31782255,0.9567839,0.8985666999999999,0.12890851,0.12244760000000002,0.6925741999999999,0.39341643,62.41630354910052
"2007_002597_NES-ql_(1e-05,0.05,0.9,1000).png",0.8007661,0.93766093,31.186438,0.5294198,0.9869863000000001,0.9641269,0.052467808,0.051193826,0.86197287,0.29357058,32.0417451628417
"2007_002824_NES-pi_(0.1,20,0.001).png",0.47847122,0.777364,25.895424,0.21470004,0.9635439,0.8714395,0.11731664,0.11249779,0.65922683,0.38499102,77.05718118199961
"2007_002824_NES-pi_(0.2,20,0.001).png",0.7332115,0.90374035,30.888515,0.39084926,0.98716724,0.9472649999999999,0.053346425,0.052336693,0.8265526,0.29841968,51.719802781339844
"2007_002824_NES-pi_(0.3,20,0.001).png",0.46520624,0.75280446,24.557057999999998,0.20125961,0.9576003000000001,0.85991186,0.121481195,0.11849848,0.6340401,0.39082858,95.41084968194187
"2007_002824_NES-ql_(0.001,0.05,0.9,10000).png",0.7751424,0.91865146,32.896626,0.43269040000000003,0.9894907,0.9572287,0.044364682999999995,0.043100915999999996,0.8565556999999999,0.2839546,38.3134692919332
"2007_002824_NES-ql_(0.001,0.1,0.9,1000).png",0.44075059999999994,0.7415861999999999,25.89203,0.188195,0.95337975,0.8475369,0.13414851,0.12716831,0.61940795,0.40521696,77.78428886755648
"2007_002824_NES-ql_(1e-05,0.05,0.9,1000).png",0.7050187,0.8881669,31.292053000000003,0.36361924,0.98468554,0.94129926,0.060255647,0.05808784,0.8142355,0.31087103,46.02404889261743
