file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
"2011_003183_CW_(30, 0.6, 50).png",0.67348915,0.82220596,25.607021,0.23087752,0.9554314,0.84891933,0.16316712,0.15509436,0.637624,0.43360338
"2011_003183_CW_(30, 0.7, 50).png",0.6207997,0.7877472,24.292986,0.19794543,0.9426345,0.8178164,0.18786275,0.1772402,0.5861832,0.46022344
"2011_003194_CW_(30, 0.01, 100).png",0.99911743,0.99953794,48.83581,0.99685204,0.99995434,0.9999309,7.431519e-05,0.00012107913,0.9990305,0.075089104
"2011_003194_CW_(30, 0.01, 50).png",0.99911743,0.99953794,48.835808,0.99685186,0.99995434,0.9999309,7.4315365e-05,0.00012107938,0.99902654,0.07508911
"2011_003194_CW_(30, 0.03, 50).png",0.9980553,0.99901897,47.338043,0.9731567,0.9998888,0.9995852,0.00083003857,0.0009622783,0.9975664,0.0984479
"2011_003194_CW_(30, 0.06, 50).png",0.9959557,0.9979904,45.309105,0.932832,0.99973977,0.99895096,0.0020883847,0.0024476305,0.99460495,0.12187399
"2011_003194_CW_(30, 0.1, 50).png",0.9907255,0.99542826,42.48077,0.8657673,0.9993839,0.9972912,0.0051281345,0.0059742853,0.98769957,0.15215391
"2011_003194_CW_(30, 0.2, 50).png",0.9684715,0.98452336,37.39735,0.7159812,0.997704,0.98996973,0.018650899,0.020971045,0.95869666,0.21181437
"2011_003194_CW_(30, 0.3, 50).png",0.9373297,0.96909213,34.074097,0.604734,0.9948856,0.9784615,0.038053613,0.041083507,0.9176886,0.2590773
"2011_003194_CW_(30, 0.4, 50).png",0.90200853,0.951221,31.644829,0.52224565,0.9910211,0.96381146,0.060293168,0.062970884,0.87053144,0.29897365
"2011_003194_CW_(30, 0.5, 50).png",0.8657504,0.9323476,29.738054,0.45868653,0.9862516,0.94723415,0.08313435,0.0846607,0.82217324,0.33279142
"2011_003194_CW_(30, 0.6, 50).png",0.83028513,0.9132619,28.172457,0.40819222,0.9806975,0.92969024,0.1052336,0.105194375,0.7757824,0.3620897
